||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||  connectionist |    ml_50_cl_50 |        327.247 |           10.2 |          149.6 |          768.8 |          3.812 |          100.0 ||
||          seeds |    ml_0_cl_100 |        628.161 |            2.6 |           54.8 |          240.0 |          2.147 |          100.0 ||
||          seeds |     ml_0_cl_50 |        608.447 |            3.8 |           73.4 |          388.4 |          3.032 |          100.0 ||
||          seeds |    ml_100_cl_0 |        643.788 |            2.2 |           53.0 |          277.0 |          2.082 |          100.0 ||
||          seeds |    ml_25_cl_25 |         607.86 |            5.2 |           89.4 |          423.6 |          3.303 |          100.0 ||
||          seeds |     ml_50_cl_0 |        619.504 |            5.0 |           85.6 |          413.4 |          3.013 |          100.0 ||
||          seeds |    ml_50_cl_50 |        637.782 |            1.6 |           41.0 |          195.6 |          1.663 |          100.0 ||
||          heart |    ml_0_cl_100 |       3339.144 |           15.2 |          216.2 |         1177.6 |          7.577 |          100.0 ||
||          heart |    ml_0_cl_150 |       3361.286 |           10.6 |          162.2 |          822.0 |          6.036 |          100.0 ||
||          heart |    ml_100_cl_0 |       3335.621 |           20.0 |          271.6 |         1435.4 |          9.092 |          100.0 ||
||          heart |    ml_150_cl_0 |       3353.373 |           13.8 |          197.2 |         1123.4 |          7.853 |          100.0 ||
||          heart |    ml_50_cl_50 |       3337.322 |           13.4 |          195.0 |         1134.8 |          7.178 |          100.0 ||
||          heart |    ml_75_cl_75 |       3356.429 |           13.4 |          195.6 |          933.6 |          6.799 |          100.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            1.4 |           41.8 |          163.4 |          1.076 |          100.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |           20.0 |           87.2 |          0.588 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            6.0 |          110.6 |          464.4 |          3.069 |          100.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            3.8 |           82.0 |          359.6 |          2.589 |          100.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            0.6 |           30.8 |          150.6 |           0.96 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            0.8 |           34.8 |          149.6 |          1.068 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |           13.4 |          184.8 |         1209.2 |         14.817 |          100.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |           15.4 |          202.8 |         1042.8 |         14.125 |          100.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |           15.2 |          205.0 |         1160.0 |         15.307 |          100.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |           16.8 |          220.0 |         1647.0 |          18.83 |          100.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |           19.0 |          241.8 |         1385.8 |         17.847 |          100.0 ||
||      computers |    ml_75_cl_75 |     317314.242 |           12.8 |          178.2 |         1213.2 |         14.609 |          100.0 ||
||           gene |    ml_0_cl_200 |    17802378.98 |            9.4 |          137.6 |          781.8 |        259.294 |          100.0 ||
||           gene |    ml_0_cl_400 |   17807053.853 |            9.0 |          133.4 |          730.2 |        245.767 |          100.0 ||
||           gene |  ml_100_cl_100 |   17812884.436 |           10.6 |          149.6 |          732.0 |         248.51 |          100.0 ||
||           gene |    ml_200_cl_0 |   17807622.887 |           11.6 |          159.6 |          659.4 |        232.471 |          100.0 ||
||           gene |  ml_200_cl_200 |   17809579.596 |            6.6 |          108.2 |          568.2 |        194.876 |          100.0 ||
||           gene |    ml_400_cl_0 |   17811344.271 |           11.8 |          161.4 |          566.4 |         214.33 |          100.0 ||
||movement-libras |    ml_0_cl_100 |         311.85 |           36.4 |          469.4 |         2021.6 |        101.405 |          100.0 ||
||movement-libras |    ml_0_cl_150 |        313.802 |           32.2 |          416.8 |         1839.8 |        101.802 |          100.0 ||
||movement-libras |    ml_100_cl_0 |        416.764 |           31.8 |          416.6 |         1626.0 |         74.706 |          100.0 ||
||movement-libras |    ml_150_cl_0 |        480.087 |           35.0 |          445.0 |         1632.2 |         77.835 |          100.0 ||
||movement-libras |    ml_50_cl_50 |        372.115 |           35.0 |          448.2 |         1893.8 |         93.867 |          100.0 ||
||movement-libras |    ml_75_cl_75 |        396.932 |           31.8 |          416.8 |         1717.8 |         92.155 |          100.0 ||
||           drug |    ml_0_cl_150 |8.489509551748154e+27 |            0.0 |           20.0 |           80.0 |          0.756 |          100.0 ||
||           drug |    ml_0_cl_250 |8.562517504071863e+27 |            0.0 |           20.0 |           73.0 |          0.762 |          100.0 ||
||           drug |  ml_125_cl_125 |8.501823982975736e+27 |            0.0 |           20.0 |           79.8 |          0.852 |          100.0 ||
||           drug |    ml_150_cl_0 |2.3943286748737825e+27 |            0.0 |           20.0 |          114.4 |          1.053 |          100.0 ||
||           drug |    ml_250_cl_0 |2.7402985379841865e+27 |            0.0 |           20.0 |          102.6 |          1.077 |          100.0 ||
||           drug |    ml_75_cl_75 |8.389181967401496e+27 |            0.0 |           20.0 |           85.6 |          0.792 |          100.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |           20.0 |           79.2 |          0.428 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462845.0 |            0.0 |           20.0 |           80.6 |          0.377 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.5 |            3.8 |           71.2 |          237.4 |          1.364 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411461.0 |            4.4 |           86.6 |          250.8 |          1.392 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            2.0 |           47.2 |          197.8 |          0.915 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            2.8 |           60.6 |          189.6 |          1.114 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.783 |           24.4 |          295.2 |         1598.4 |         43.327 |          100.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           22.0 |          275.0 |         1566.8 |         48.131 |          100.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |           21.2 |          268.4 |         1407.4 |         41.296 |          100.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |           17.6 |          226.2 |         1251.6 |         30.481 |          100.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |           19.6 |          249.4 |         1229.4 |         32.515 |          100.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           22.4 |          278.0 |         1544.4 |         40.885 |          100.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           21.2 |          291.4 |         1653.2 |         43.427 |          100.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           20.0 |          275.8 |         1589.6 |         46.887 |          100.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           21.6 |          296.4 |         1351.0 |         32.571 |          100.0 ||
||          ecoli |    ml_150_cl_0 |          17.26 |           22.0 |          306.0 |         1271.4 |         32.881 |          100.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           21.4 |          297.6 |         1463.6 |         37.809 |          100.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           21.6 |          302.0 |         1429.4 |         40.245 |          100.0 ||
||          glass |    ml_0_cl_100 |         77.574 |           20.2 |          267.0 |         1170.0 |          18.06 |          100.0 ||
||          glass |     ml_0_cl_50 |         76.116 |           17.4 |          236.4 |         1086.4 |         14.343 |          100.0 ||
||          glass |    ml_100_cl_0 |        110.528 |           26.0 |          342.2 |         1278.0 |         16.787 |          100.0 ||
||          glass |    ml_25_cl_25 |         84.055 |           20.0 |          265.8 |         1160.8 |         14.914 |          100.0 ||
||          glass |     ml_50_cl_0 |          96.79 |           30.2 |          393.0 |         1537.4 |         18.603 |          100.0 ||
||          glass |    ml_50_cl_50 |         99.484 |           23.6 |          301.0 |         1242.0 |         17.952 |          100.0 ||
||         accent |    ml_0_cl_100 |      18884.919 |           17.2 |          241.6 |         1477.0 |          29.37 |          100.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |           20.2 |          277.4 |         1566.4 |         35.099 |          100.0 ||
||         accent |    ml_100_cl_0 |      36354.541 |           20.2 |          282.8 |         1584.2 |         28.384 |          100.0 ||
||         accent |    ml_150_cl_0 |      41666.204 |           20.8 |          287.4 |         1574.6 |         30.791 |          100.0 ||
||         accent |    ml_50_cl_50 |      28931.105 |           22.8 |          305.4 |         1759.6 |         34.282 |          100.0 ||
||         accent |    ml_75_cl_75 |      32316.649 |           26.4 |          350.0 |         1755.0 |         38.221 |          100.0 ||
