||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||      computers |    ml_75_cl_75 |     317314.242 |            3.8 |           96.0 |          798.0 |         48.056 |           20.0 ||
||movement-libras |    ml_0_cl_100 |        310.782 |            4.0 |          100.0 |          860.8 |        248.684 |            0.0 ||
||movement-libras |    ml_0_cl_150 |        313.959 |            5.2 |          124.0 |          958.6 |        292.699 |            0.0 ||
||movement-libras |    ml_100_cl_0 |        417.033 |            4.6 |          112.0 |          810.0 |        199.184 |            0.0 ||
||movement-libras |    ml_150_cl_0 |        479.297 |            4.0 |          100.0 |          704.2 |        201.334 |            0.0 ||
||movement-libras |    ml_50_cl_50 |        371.728 |            4.0 |          100.0 |          840.8 |        245.415 |            0.0 ||
||movement-libras |    ml_75_cl_75 |        397.006 |            4.0 |          100.0 |          772.8 |        245.245 |            0.0 ||
||           drug |    ml_0_cl_150 |8.489509551748155e+27 |            0.0 |           20.0 |          119.2 |          5.463 |          100.0 ||
||           drug |    ml_0_cl_250 |8.562516379154485e+27 |            0.8 |           36.0 |          149.8 |          7.988 |           80.0 ||
||           drug |  ml_125_cl_125 |8.501823982975736e+27 |            0.0 |           20.0 |          118.6 |          6.198 |          100.0 ||
||           drug |    ml_150_cl_0 |2.0708590252231402e+27 |            2.4 |           68.0 |          271.2 |          9.852 |          100.0 ||
||           drug |    ml_250_cl_0 |2.416828888333545e+27 |            2.4 |           68.0 |          259.0 |         10.227 |          100.0 ||
||           drug |    ml_75_cl_75 |8.389181967401496e+27 |            0.0 |           20.0 |          123.6 |           5.64 |          100.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |           20.0 |          114.4 |          3.105 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |           20.0 |          115.0 |          2.711 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            1.6 |           52.0 |          220.4 |          6.357 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.6 |           72.0 |          253.0 |          6.728 |           80.0 ||
||       toxicity |     ml_50_cl_0 |3325353606287723.0 |            2.2 |           64.0 |          283.6 |          6.991 |           80.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            1.6 |           52.0 |          202.6 |          5.889 |           80.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |            4.0 |          100.0 |          992.8 |        145.403 |            0.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |            4.0 |          100.0 |         1026.6 |        164.457 |            0.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.659 |            4.0 |          100.0 |          864.6 |        146.694 |            0.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |            4.0 |          100.0 |          871.2 |        113.366 |            0.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |            4.6 |          112.0 |          809.2 |        105.628 |            0.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |            4.0 |          100.0 |         1020.6 |        139.012 |            0.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |            4.0 |          100.0 |         1029.4 |        139.135 |            0.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |            4.0 |          100.0 |          971.0 |        155.277 |            0.0 ||
||          ecoli |    ml_100_cl_0 |         16.752 |            4.0 |          100.0 |          800.8 |        105.105 |            0.0 ||
||          ecoli |    ml_150_cl_0 |         17.225 |            4.0 |          100.0 |          689.2 |         98.561 |            0.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |            4.6 |          112.0 |          920.6 |        123.435 |            0.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |            4.0 |          100.0 |          884.2 |        134.001 |            0.0 ||
||          glass |    ml_0_cl_100 |         77.574 |            4.0 |          100.0 |          644.0 |         51.857 |            0.0 ||
||          glass |     ml_0_cl_50 |         76.116 |            4.0 |          100.0 |          640.6 |         44.493 |            0.0 ||
||          glass |    ml_100_cl_0 |         110.46 |            4.0 |          100.0 |          587.0 |         41.608 |            0.0 ||
||          glass |    ml_25_cl_25 |         84.109 |            4.0 |          100.0 |          696.4 |         45.233 |            0.0 ||
||          glass |     ml_50_cl_0 |         96.674 |            4.0 |          100.0 |          680.8 |         44.606 |            0.0 ||
||          glass |    ml_50_cl_50 |         99.396 |            4.0 |          100.0 |          697.8 |         52.128 |            0.0 ||
