||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||  connectionist |    ml_50_cl_50 |        327.247 |           10.0 |          210.0 |         1773.4 |          8.475 |           60.0 ||
||          seeds |    ml_0_cl_100 |        628.161 |            3.8 |           79.8 |          804.6 |          6.827 |           80.0 ||
||          seeds |     ml_0_cl_50 |        608.447 |            7.8 |          163.8 |         1336.4 |         10.195 |           80.0 ||
||          seeds |    ml_100_cl_0 |        643.788 |            4.6 |           96.6 |          998.6 |           7.29 |           80.0 ||
||          seeds |    ml_25_cl_25 |         607.86 |            8.4 |          176.4 |         1371.2 |         10.293 |           80.0 ||
||          seeds |     ml_50_cl_0 |        619.504 |            7.0 |          147.0 |         1303.8 |          9.136 |           60.0 ||
||          seeds |    ml_50_cl_50 |        637.782 |            2.4 |           50.4 |          675.6 |          5.553 |           80.0 ||
||          heart |    ml_0_cl_100 |       3339.144 |           12.4 |          260.4 |         2380.0 |         14.813 |            0.0 ||
||          heart |    ml_0_cl_150 |       3361.286 |           12.4 |          260.4 |         2152.0 |         15.322 |            0.0 ||
||          heart |    ml_100_cl_0 |       3335.621 |           13.4 |          281.4 |         2723.2 |         16.676 |            0.0 ||
||          heart |    ml_150_cl_0 |       3353.373 |           12.6 |          264.6 |         2504.2 |         17.064 |            0.0 ||
||          heart |    ml_50_cl_50 |       3337.322 |           12.6 |          264.6 |         2453.4 |         15.102 |            0.0 ||
||          heart |    ml_75_cl_75 |       3356.429 |           12.2 |          256.2 |         2126.2 |         14.841 |           20.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            2.4 |           50.4 |          578.6 |          3.638 |           80.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |            0.0 |          374.8 |          2.516 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            8.8 |          184.8 |         1283.2 |          8.148 |           60.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            7.2 |          151.2 |         1101.8 |          7.551 |           80.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            2.2 |           46.2 |          598.2 |          3.714 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            2.8 |           58.8 |          622.0 |          4.379 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |           12.4 |          260.4 |         2651.2 |         32.429 |            0.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |           12.8 |          268.8 |         2342.0 |         31.269 |           20.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |           12.6 |          264.6 |         2442.6 |         31.752 |           20.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |           13.2 |          277.2 |         3289.2 |          37.09 |            0.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |           14.4 |          302.4 |         2863.0 |          35.78 |            0.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |           12.0 |          252.0 |         2670.4 |         30.925 |           20.0 ||
||           gene |    ml_0_cl_200 |    17802378.98 |           12.0 |          252.0 |         2153.6 |        679.606 |           20.0 ||
||           gene |    ml_0_cl_400 |   17807053.853 |           11.8 |          247.8 |         2023.4 |        652.587 |           60.0 ||
||           gene |  ml_100_cl_100 |   17812884.436 |           11.2 |          235.2 |         1804.6 |        587.293 |           20.0 ||
||           gene |    ml_200_cl_0 |   17807622.887 |           11.4 |          239.4 |         1672.4 |        558.117 |           20.0 ||
||           gene |  ml_200_cl_200 |   17809579.596 |           11.2 |          235.2 |         1677.0 |        565.584 |           60.0 ||
||           gene |    ml_400_cl_0 |   17811344.271 |           11.8 |          247.8 |         1474.6 |        535.936 |           40.0 ||
||movement-libras |    ml_0_cl_100 |        310.833 |           18.4 |          386.4 |         3082.8 |         146.51 |            0.0 ||
||movement-libras |    ml_0_cl_150 |        314.145 |           19.6 |          411.6 |         3230.6 |        169.238 |            0.0 ||
||movement-libras |    ml_100_cl_0 |        417.021 |           18.8 |          394.8 |         2856.4 |        122.531 |            0.0 ||
||movement-libras |    ml_150_cl_0 |        479.354 |           19.8 |          415.8 |         2735.4 |         121.93 |            0.0 ||
||movement-libras |    ml_50_cl_50 |        371.946 |           21.6 |          453.6 |         3197.4 |        148.911 |            0.0 ||
||movement-libras |    ml_75_cl_75 |        396.751 |           20.6 |          432.6 |         2937.0 |        148.767 |            0.0 ||
||           drug |    ml_0_cl_150 |8.489509551748155e+27 |            0.0 |            0.0 |          355.4 |          3.283 |          100.0 ||
||           drug |    ml_0_cl_250 |8.562516379154485e+27 |            1.6 |           33.6 |          424.8 |          4.712 |          100.0 ||
||           drug |  ml_125_cl_125 |8.501823982975736e+27 |            0.0 |            0.0 |          354.6 |          3.741 |          100.0 ||
||           drug |    ml_150_cl_0 |2.394328674873782e+27 |            0.0 |            0.0 |          457.2 |          4.217 |          100.0 ||
||           drug |    ml_250_cl_0 |2.7402985379841865e+27 |            0.0 |            0.0 |          423.0 |          4.404 |          100.0 ||
||           drug |    ml_75_cl_75 |8.389181967401496e+27 |            0.0 |            0.0 |          372.0 |          3.421 |          100.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          352.8 |          1.885 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          356.0 |          1.667 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            4.4 |           92.4 |          707.2 |          3.836 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            7.0 |          147.0 |          789.4 |          4.077 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3325353606287723.0 |            4.4 |           92.4 |          764.6 |          3.714 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            4.8 |          100.8 |          664.4 |          3.698 |           80.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |           15.0 |          315.0 |         3474.6 |         89.535 |            0.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           15.6 |          327.6 |         3542.8 |        103.378 |            0.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |           14.8 |          310.8 |         3058.6 |         85.734 |            0.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |           14.4 |          302.4 |         2986.8 |         69.949 |            0.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |           13.6 |          285.6 |         2527.2 |         63.412 |            0.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           15.2 |          319.2 |         3438.0 |         87.145 |            0.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           14.4 |          302.4 |         3205.0 |         80.742 |            0.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           14.2 |          298.2 |         3200.8 |         90.727 |            0.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           16.2 |          340.2 |         2805.6 |         64.212 |            0.0 ||
||          ecoli |    ml_150_cl_0 |         17.225 |           15.8 |          331.8 |         2441.0 |         59.422 |           20.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           15.6 |          327.6 |         2930.0 |         72.498 |            0.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           16.2 |          340.2 |         3010.2 |         81.073 |            0.0 ||
||          glass |    ml_0_cl_100 |         77.574 |           13.8 |          289.8 |         2200.2 |          32.32 |            0.0 ||
||          glass |     ml_0_cl_50 |         76.116 |           13.8 |          289.8 |         2213.4 |         27.795 |            0.0 ||
||          glass |    ml_100_cl_0 |        110.453 |           16.2 |          340.2 |         2159.4 |         26.557 |            0.0 ||
||          glass |    ml_25_cl_25 |         84.109 |           14.8 |          310.8 |         2377.0 |         29.071 |            0.0 ||
||          glass |     ml_50_cl_0 |         96.674 |           17.0 |          357.0 |         2594.4 |         29.382 |            0.0 ||
||          glass |    ml_50_cl_50 |         99.439 |           14.8 |          310.8 |         2323.0 |         31.591 |            0.0 ||
||         accent |    ml_0_cl_100 |      18884.919 |           14.0 |          294.0 |         3159.6 |         60.314 |            0.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |           15.0 |          315.0 |         3037.2 |         65.599 |            0.0 ||
||         accent |    ml_100_cl_0 |       36350.72 |           14.6 |          306.6 |         2952.2 |         51.523 |            0.0 ||
||         accent |    ml_150_cl_0 |      41666.247 |           14.4 |          302.4 |         2923.0 |         54.559 |            0.0 ||
||         accent |    ml_50_cl_50 |      28931.026 |           16.0 |          336.0 |         3250.8 |         61.318 |            0.0 ||
||         accent |    ml_75_cl_75 |      32316.649 |           15.0 |          315.0 |         3033.2 |           63.0 |            0.0 ||
