||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            1.0 |           40.0 |          158.4 |          1.128 |          100.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |           20.0 |           87.2 |          0.591 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            4.6 |          112.0 |          466.2 |          3.361 |          100.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            2.6 |           72.0 |          323.6 |          2.478 |          100.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            0.8 |           36.0 |          166.6 |          1.151 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            1.0 |           40.0 |          167.6 |          1.306 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |            7.4 |          168.0 |          992.8 |         12.829 |          100.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |            8.4 |          188.0 |          936.0 |         14.391 |          100.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |            7.8 |          176.0 |          960.8 |         13.598 |          100.0 ||
||      computers |    ml_150_cl_0 |     317176.538 |            7.0 |          160.0 |         1167.0 |         14.146 |          100.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |            8.6 |          192.0 |         1126.2 |         16.107 |          100.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |            8.4 |          188.0 |         1137.2 |         14.661 |          100.0 ||
||           gene |    ml_0_cl_200 |    17802378.98 |            6.0 |          140.0 |          761.0 |         247.88 |          100.0 ||
||           gene |    ml_0_cl_400 |   17807053.853 |            5.2 |          124.0 |          675.0 |         223.75 |          100.0 ||
||           gene |  ml_100_cl_100 |   17812884.436 |            6.0 |          140.0 |          685.0 |        226.355 |          100.0 ||
||           gene |    ml_200_cl_0 |   17807622.887 |            5.4 |          128.0 |          563.6 |         191.99 |          100.0 ||
||           gene |  ml_200_cl_200 |   17809579.596 |            4.0 |          100.0 |          510.2 |        172.751 |          100.0 ||
||           gene |    ml_400_cl_0 |   17811344.271 |            5.6 |          132.0 |          525.8 |        191.474 |          100.0 ||
||movement-libras |    ml_0_cl_100 |        311.364 |           17.6 |          372.0 |         1723.6 |          88.13 |          100.0 ||
||movement-libras |    ml_0_cl_150 |        313.995 |           21.2 |          444.0 |         2013.2 |        115.207 |          100.0 ||
||movement-libras |    ml_100_cl_0 |        416.705 |           16.4 |          348.0 |         1494.0 |         69.456 |          100.0 ||
||movement-libras |    ml_150_cl_0 |        479.643 |           17.4 |          368.0 |         1569.2 |         75.751 |          100.0 ||
||movement-libras |    ml_50_cl_50 |        372.057 |           19.0 |          400.0 |         1737.4 |          88.13 |          100.0 ||
||movement-libras |    ml_75_cl_75 |        396.786 |           19.8 |          416.0 |         1756.8 |         95.895 |          100.0 ||
||           drug |    ml_0_cl_150 |8.489509551748155e+27 |            0.0 |           20.0 |           80.0 |          0.749 |          100.0 ||
||           drug |    ml_0_cl_250 |8.562517504071864e+27 |            0.0 |           20.0 |           73.0 |          0.771 |          100.0 ||
||           drug |  ml_125_cl_125 |8.501823982975736e+27 |            0.0 |           20.0 |           79.8 |          0.848 |          100.0 ||
||           drug |    ml_150_cl_0 |2.394328674873782e+27 |            0.0 |           20.0 |          114.4 |          1.057 |          100.0 ||
||           drug |    ml_250_cl_0 |2.7402985379841865e+27 |            0.0 |           20.0 |          102.6 |          1.078 |          100.0 ||
||           drug |    ml_75_cl_75 |8.389181967401496e+27 |            0.0 |           20.0 |           85.6 |          0.792 |          100.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |           20.0 |           79.2 |          0.428 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |           20.0 |           80.6 |          0.379 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            1.8 |           56.0 |          201.6 |          1.188 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.6 |           72.0 |          219.2 |          1.349 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            0.8 |           36.0 |          176.8 |          0.913 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            2.2 |           64.0 |          198.0 |          1.256 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.783 |           12.6 |          272.0 |         1592.2 |         44.351 |          100.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           12.2 |          264.0 |         1616.4 |         50.951 |          100.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |           13.6 |          292.0 |         1507.2 |         45.892 |          100.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.823 |            9.8 |          216.0 |         1262.8 |         31.759 |          100.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.704 |           10.0 |          220.0 |         1088.6 |         29.421 |          100.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           12.6 |          272.0 |         1492.0 |         41.072 |          100.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           12.0 |          260.0 |         1455.4 |         39.507 |          100.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           12.2 |          264.0 |         1529.6 |         46.501 |          100.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           13.6 |          292.0 |         1384.4 |         34.201 |          100.0 ||
||          ecoli |    ml_150_cl_0 |         17.253 |           12.2 |          264.0 |         1154.2 |         30.355 |          100.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           13.2 |          284.0 |         1452.2 |         38.572 |          100.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           13.6 |          292.0 |         1436.0 |         41.672 |          100.0 ||
||          glass |    ml_0_cl_100 |         77.574 |           10.2 |          224.0 |         1020.0 |         16.377 |          100.0 ||
||          glass |     ml_0_cl_50 |         76.116 |            9.8 |          216.0 |          950.0 |         13.134 |          100.0 ||
||          glass |    ml_100_cl_0 |        110.453 |           12.8 |          276.0 |         1079.8 |         14.684 |          100.0 ||
||          glass |    ml_25_cl_25 |         84.109 |           12.2 |          264.0 |         1130.2 |         15.173 |          100.0 ||
||          glass |     ml_50_cl_0 |         96.682 |           14.2 |          304.0 |         1292.6 |         16.216 |          100.0 ||
||          glass |    ml_50_cl_50 |         99.473 |           11.0 |          240.0 |         1089.8 |         16.192 |          100.0 ||
||         accent |    ml_0_cl_100 |      18884.919 |            9.6 |          212.0 |         1299.0 |         26.572 |          100.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |           12.4 |          268.0 |         1398.4 |         32.855 |          100.0 ||
||         accent |    ml_100_cl_0 |       36350.72 |           12.0 |          260.0 |         1393.2 |         25.876 |          100.0 ||
||         accent |    ml_150_cl_0 |      41666.204 |           11.6 |          252.0 |         1360.0 |          27.38 |          100.0 ||
||         accent |    ml_50_cl_50 |      28934.453 |           12.4 |          268.0 |         1472.8 |         29.816 |          100.0 ||
||         accent |    ml_75_cl_75 |      32316.649 |           11.2 |          244.0 |         1344.4 |         30.146 |          100.0 ||
