||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||  connectionist |    ml_25_cl_25 |        302.198 |            5.6 |          112.0 |          703.6 |          3.179 |           20.0 ||
||  connectionist |     ml_50_cl_0 |        301.432 |            6.2 |          124.0 |          819.0 |          3.621 |           40.0 ||
||  connectionist |    ml_50_cl_50 |        327.247 |            4.6 |           92.0 |          629.4 |          3.137 |           40.0 ||
||          seeds |    ml_0_cl_100 |        628.161 |            2.0 |           40.0 |          290.4 |          2.589 |           80.0 ||
||          seeds |     ml_0_cl_50 |        608.447 |            3.2 |           64.0 |          444.0 |          3.554 |          100.0 ||
||          seeds |    ml_100_cl_0 |        643.788 |            2.2 |           44.0 |          358.4 |          2.731 |           80.0 ||
||          seeds |    ml_25_cl_25 |         607.86 |            3.2 |           64.0 |          438.6 |          3.437 |          100.0 ||
||          seeds |     ml_50_cl_0 |        619.504 |            3.2 |           64.0 |          452.0 |          3.299 |           60.0 ||
||          seeds |    ml_50_cl_50 |        637.782 |            1.2 |           24.0 |          240.4 |          2.052 |           80.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            1.0 |           20.0 |          196.4 |          1.265 |          100.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |            0.0 |          127.2 |           0.86 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            4.2 |           84.0 |          470.8 |          3.142 |           60.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            2.8 |           56.0 |          382.6 |          2.804 |           80.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            1.0 |           20.0 |          216.4 |          1.394 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            1.6 |           32.0 |          238.4 |          1.777 |           80.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |            6.0 |          120.0 |          872.2 |         10.402 |           20.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |            7.0 |          140.0 |          864.2 |         12.086 |           20.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |            7.8 |          156.0 |          986.8 |         13.246 |            0.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |            6.8 |          136.0 |         1194.2 |         13.882 |           20.0 ||
||      computers |    ml_250_cl_0 |     323038.188 |            8.6 |          172.0 |         1137.4 |         15.022 |            0.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |            6.2 |          124.0 |          930.0 |         11.709 |           20.0 ||
||movement-libras |    ml_0_cl_100 |        310.799 |           11.2 |          224.0 |         1400.0 |         68.721 |            0.0 ||
||movement-libras |    ml_0_cl_150 |        313.892 |           17.2 |          344.0 |         1965.4 |        108.912 |            0.0 ||
||movement-libras |    ml_100_cl_0 |        416.776 |           14.4 |          288.0 |         1485.6 |         67.505 |            0.0 ||
||movement-libras |    ml_150_cl_0 |         479.87 |           15.2 |          304.0 |         1447.2 |         68.774 |            0.0 ||
||movement-libras |    ml_50_cl_50 |        371.734 |           14.4 |          288.0 |         1593.0 |         78.136 |            0.0 ||
||movement-libras |    ml_75_cl_75 |        397.755 |           16.0 |          320.0 |         1566.4 |         84.059 |            0.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          119.2 |          0.643 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          120.6 |           0.57 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            1.8 |           36.0 |          236.8 |          1.311 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            4.6 |           92.0 |          333.0 |          1.869 |           40.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            1.0 |           20.0 |          216.8 |          1.042 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            2.4 |           48.0 |          239.0 |          1.418 |           60.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |            9.4 |          188.0 |         1442.8 |         38.536 |            0.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |            8.8 |          176.0 |         1345.6 |         41.315 |            0.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.659 |           11.4 |          228.0 |         1515.8 |         44.529 |            0.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |            8.8 |          176.0 |         1336.6 |         32.484 |            0.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |            8.2 |          164.0 |         1095.8 |         28.875 |            0.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           10.2 |          204.0 |         1510.0 |         39.954 |            0.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |            9.6 |          192.0 |         1419.4 |         37.154 |            0.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |            9.0 |          180.0 |         1402.4 |         41.484 |            0.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           10.0 |          200.0 |         1229.0 |         29.591 |            0.0 ||
||          ecoli |    ml_150_cl_0 |         17.255 |            9.6 |          192.0 |         1049.2 |         27.183 |            0.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           10.0 |          200.0 |         1286.8 |         33.193 |            0.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |            9.2 |          184.0 |         1260.4 |         35.418 |            0.0 ||
||          glass |    ml_0_cl_100 |         77.574 |            9.8 |          196.0 |          957.8 |         15.078 |            0.0 ||
||          glass |     ml_0_cl_50 |         76.116 |            8.0 |          160.0 |          956.0 |         12.593 |            0.0 ||
||          glass |    ml_100_cl_0 |        110.546 |            9.8 |          196.0 |          951.4 |         12.401 |            0.0 ||
||          glass |    ml_25_cl_25 |         84.109 |            7.6 |          152.0 |          905.4 |         11.615 |            0.0 ||
||          glass |     ml_50_cl_0 |         96.789 |           12.4 |          248.0 |         1353.4 |          16.08 |            0.0 ||
||          glass |    ml_50_cl_50 |         99.439 |            8.6 |          172.0 |         1012.8 |          14.57 |            0.0 ||
