||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||          seeds |    ml_25_cl_25 |         607.86 |            2.2 |           44.0 |          375.2 |          2.916 |          100.0 ||
||          seeds |     ml_50_cl_0 |        619.504 |            2.6 |           52.0 |          409.6 |          2.986 |           80.0 ||
||          seeds |    ml_50_cl_50 |        637.782 |            1.2 |           24.0 |          238.4 |          2.029 |          100.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            0.8 |           16.0 |          188.0 |          1.198 |          100.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |            0.0 |          127.2 |          0.867 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            4.0 |           80.0 |          486.0 |           3.26 |          100.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            2.8 |           56.0 |          374.0 |          2.713 |          100.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            0.8 |           16.0 |          203.6 |          1.312 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            1.4 |           28.0 |          229.0 |           1.67 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |            6.0 |          120.0 |          906.2 |         10.731 |          100.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |            6.2 |          124.0 |          809.4 |         11.289 |          100.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |            6.4 |          128.0 |          877.0 |         11.492 |           80.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |            6.6 |          132.0 |         1190.4 |         14.075 |           60.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |            6.8 |          136.0 |          994.8 |         12.566 |           60.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |            5.6 |          112.0 |          900.2 |         10.816 |          100.0 ||
||movement-libras |    ml_0_cl_100 |        310.829 |           12.2 |          244.0 |         1408.4 |         70.019 |           80.0 ||
||movement-libras |    ml_0_cl_150 |        313.777 |           12.2 |          244.0 |         1403.0 |         77.768 |           40.0 ||
||movement-libras |    ml_100_cl_0 |        416.765 |           11.8 |          236.0 |         1215.0 |         55.538 |           80.0 ||
||movement-libras |    ml_150_cl_0 |        479.278 |           12.8 |          256.0 |         1238.4 |         59.417 |           80.0 ||
||movement-libras |    ml_50_cl_50 |        371.771 |           13.0 |          260.0 |         1398.6 |         69.115 |           60.0 ||
||movement-libras |    ml_75_cl_75 |        396.728 |           14.4 |          288.0 |         1397.6 |         75.611 |           60.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          119.2 |          0.639 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          120.6 |          0.572 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            1.6 |           32.0 |          235.2 |          1.331 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.6 |           52.0 |          259.2 |          1.398 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            0.8 |           16.0 |          220.0 |          1.063 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            2.0 |           40.0 |          228.2 |          1.331 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |            8.2 |          164.0 |         1206.0 |         32.342 |           40.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |            8.0 |          160.0 |         1149.4 |         35.264 |           80.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |            7.6 |          152.0 |         1114.0 |         32.624 |           60.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |            8.0 |          160.0 |         1154.6 |         28.308 |           40.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.704 |            7.8 |          156.0 |          945.4 |         24.949 |           20.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |            8.6 |          172.0 |         1198.4 |         31.753 |           60.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |            9.6 |          192.0 |         1441.4 |         38.042 |           80.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |            8.8 |          176.0 |         1339.4 |         39.622 |           60.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           10.0 |          200.0 |         1254.2 |         30.001 |           40.0 ||
||          ecoli |    ml_150_cl_0 |         17.269 |            9.8 |          196.0 |         1053.0 |         27.191 |           60.0 ||
