||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||          seeds |     ml_0_cl_50 |        608.447 |            2.6 |           54.6 |          457.8 |          3.809 |          100.0 ||
||          seeds |    ml_100_cl_0 |        643.788 |            2.0 |           42.0 |          370.2 |          3.093 |          100.0 ||
||          seeds |    ml_25_cl_25 |         607.86 |            2.6 |           54.6 |          443.6 |          3.631 |          100.0 ||
||          seeds |     ml_50_cl_0 |        619.504 |            2.8 |           58.8 |          447.0 |          3.498 |          100.0 ||
||          seeds |    ml_50_cl_50 |        637.782 |            1.4 |           29.4 |          272.8 |          2.443 |          100.0 ||
||          heart |    ml_0_cl_100 |       3339.144 |            8.6 |          180.6 |         1153.0 |          8.685 |          100.0 ||
||          heart |    ml_0_cl_150 |       3361.286 |            6.2 |          130.2 |          819.8 |          6.952 |          100.0 ||
||          heart |    ml_100_cl_0 |       3335.621 |            9.8 |          205.8 |         1342.6 |          9.401 |          100.0 ||
||          heart |    ml_150_cl_0 |       3353.373 |            8.0 |          168.0 |         1116.2 |          8.349 |          100.0 ||
||          heart |    ml_50_cl_50 |       3337.327 |            7.8 |          163.8 |         1091.8 |          7.987 |          100.0 ||
||          heart |    ml_75_cl_75 |       3356.429 |            7.2 |          151.2 |          910.0 |           7.37 |          100.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            1.0 |           21.0 |          204.8 |          1.493 |          100.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |            0.0 |          127.2 |          0.918 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            4.2 |           88.2 |          519.6 |          3.909 |          100.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            3.2 |           67.2 |          434.6 |          3.344 |          100.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            0.8 |           16.8 |          215.0 |           1.52 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            0.8 |           16.8 |          197.0 |          1.546 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |            7.0 |          147.0 |         1117.0 |         15.624 |          100.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |            7.0 |          147.0 |          950.8 |          14.97 |          100.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |            9.4 |          197.4 |         1204.4 |         18.279 |          100.0 ||
||      computers |    ml_150_cl_0 |     317176.448 |            9.8 |          205.8 |         1611.0 |         20.802 |          100.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |            9.0 |          189.0 |         1302.6 |         18.035 |          100.0 ||
||      computers |    ml_75_cl_75 |     317314.242 |            7.0 |          147.0 |         1083.2 |          15.03 |          100.0 ||
||           gene |    ml_0_cl_200 |    17802378.98 |            5.6 |          117.6 |          832.2 |        280.482 |          100.0 ||
||           gene |    ml_0_cl_400 |   17807053.853 |            5.4 |          113.4 |          813.0 |          275.5 |          100.0 ||
||           gene |  ml_100_cl_100 |   17812884.436 |            5.2 |          109.2 |          757.0 |        262.154 |          100.0 ||
||           gene |    ml_200_cl_0 |   17807622.887 |            5.8 |          121.8 |          691.0 |        245.091 |          100.0 ||
||           gene |  ml_200_cl_200 |   17809579.596 |            4.2 |           88.2 |          614.0 |        214.811 |          100.0 ||
||           gene |    ml_400_cl_0 |   17811344.271 |            5.2 |          109.2 |          582.6 |         222.45 |          100.0 ||
||movement-libras |    ml_0_cl_100 |          310.7 |           17.8 |          373.8 |         2016.4 |        111.698 |          100.0 ||
||movement-libras |    ml_0_cl_150 |         313.79 |           18.8 |          394.8 |         2018.8 |        118.552 |          100.0 ||
||movement-libras |    ml_100_cl_0 |        416.974 |           18.8 |          394.8 |         1940.0 |         91.906 |          100.0 ||
||movement-libras |    ml_150_cl_0 |        479.639 |           20.6 |          432.6 |         1995.4 |         97.252 |          100.0 ||
||movement-libras |    ml_50_cl_50 |        372.214 |           20.2 |          424.2 |         2171.6 |        114.094 |          100.0 ||
||movement-libras |    ml_75_cl_75 |        397.337 |           19.2 |          403.2 |         1886.8 |        110.819 |          100.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          119.2 |          0.646 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          120.6 |          0.555 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            2.2 |           46.2 |          279.0 |          1.597 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.6 |           54.6 |          282.6 |          1.583 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            0.8 |           16.8 |          224.8 |          1.107 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            2.0 |           42.0 |          242.2 |           1.45 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.781 |           15.2 |          319.2 |         1980.8 |         60.596 |          100.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           10.6 |          222.6 |         1574.4 |         51.344 |          100.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |           11.6 |          243.6 |         1492.2 |         45.779 |          100.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |            9.8 |          205.8 |         1442.4 |         38.107 |          100.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |           11.4 |          239.4 |         1378.6 |         37.208 |          100.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           13.2 |          277.2 |         1744.8 |         50.788 |          100.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           12.4 |          260.4 |         1744.2 |         50.787 |          100.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           12.4 |          260.4 |         1678.6 |         54.747 |          100.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           14.4 |          302.4 |         1639.6 |         42.295 |          100.0 ||
||          ecoli |    ml_150_cl_0 |         17.255 |           12.8 |          268.8 |         1394.2 |         35.545 |          100.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           13.0 |          273.0 |         1608.2 |         44.058 |          100.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           13.0 |          273.0 |         1521.6 |         46.848 |          100.0 ||
||          glass |    ml_0_cl_100 |         77.574 |            9.2 |          193.2 |         1051.6 |         17.028 |          100.0 ||
||          glass |     ml_0_cl_50 |         76.116 |            9.6 |          201.6 |         1102.2 |         15.433 |          100.0 ||
||          glass |    ml_100_cl_0 |        110.487 |           11.4 |          239.4 |         1126.6 |         15.103 |          100.0 ||
||          glass |    ml_25_cl_25 |         84.041 |           10.6 |          222.6 |         1171.4 |         16.567 |          100.0 ||
||          glass |     ml_50_cl_0 |          97.11 |           14.2 |          298.2 |         1468.2 |         18.751 |          100.0 ||
||          glass |    ml_50_cl_50 |         99.425 |           12.0 |          252.0 |         1309.2 |         19.665 |          100.0 ||
||         accent |    ml_0_cl_100 |      18884.919 |            9.4 |          197.4 |         1371.8 |         29.555 |          100.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |           11.2 |          235.2 |         1450.2 |         35.256 |          100.0 ||
||         accent |    ml_100_cl_0 |       36350.72 |           12.0 |          252.0 |         1571.0 |         30.471 |          100.0 ||
||         accent |    ml_150_cl_0 |      41666.204 |           11.2 |          235.2 |         1487.8 |         30.735 |          100.0 ||
||         accent |    ml_50_cl_50 |      28931.088 |           12.4 |          260.4 |         1717.6 |          37.56 |          100.0 ||
||         accent |    ml_75_cl_75 |      32316.649 |           13.4 |          281.4 |         1640.2 |         36.713 |          100.0 ||
