||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||      computers |    ml_75_cl_75 |     317314.214 |            5.2 |          109.2 |          975.4 |         12.561 |           80.0 ||
||           gene |    ml_0_cl_200 |    17802378.98 |            4.8 |          100.8 |          761.8 |        260.334 |          100.0 ||
||           gene |    ml_0_cl_400 |   17807053.853 |            4.6 |           96.6 |          713.6 |        241.701 |          100.0 ||
||           gene |  ml_100_cl_100 |   17812884.436 |            5.2 |          109.2 |          741.4 |        251.828 |          100.0 ||
||           gene |    ml_200_cl_0 |   17807622.887 |            5.4 |          113.4 |          684.8 |        240.888 |          100.0 ||
||           gene |  ml_200_cl_200 |   17809579.596 |            4.0 |           84.0 |          586.4 |        206.603 |          100.0 ||
||           gene |    ml_400_cl_0 |   17811344.271 |            5.0 |          105.0 |          573.0 |         217.94 |          100.0 ||
||movement-libras |    ml_0_cl_100 |        310.744 |           12.6 |          264.6 |         1497.6 |         79.711 |           40.0 ||
||movement-libras |    ml_0_cl_150 |        313.916 |           13.8 |          289.8 |         1549.6 |         88.485 |           60.0 ||
||movement-libras |    ml_100_cl_0 |        416.846 |           13.2 |          277.2 |         1466.8 |         67.516 |           80.0 ||
||movement-libras |    ml_150_cl_0 |        479.465 |           12.8 |          268.8 |         1334.4 |         63.757 |          100.0 ||
||movement-libras |    ml_50_cl_50 |        371.819 |           11.0 |          231.0 |         1347.2 |          70.78 |           80.0 ||
||movement-libras |    ml_75_cl_75 |         397.26 |           12.8 |          268.8 |         1437.4 |          85.53 |           20.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          119.2 |          0.629 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          120.6 |          0.538 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            1.6 |           33.6 |          247.8 |          1.364 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.6 |           54.6 |          286.4 |          1.661 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            0.8 |           16.8 |          222.0 |          1.038 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            1.8 |           37.8 |          232.0 |          1.374 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.786 |           10.4 |          218.4 |         1539.6 |         44.638 |           40.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |            7.8 |          163.8 |         1370.0 |         43.934 |           20.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |            9.8 |          205.8 |         1402.2 |         43.099 |           60.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |            7.8 |          163.8 |         1204.4 |         31.609 |           60.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |            6.8 |          142.8 |          984.6 |         26.326 |           40.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |            8.8 |          184.8 |         1378.6 |         40.478 |           60.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |            8.0 |          168.0 |         1326.6 |         36.735 |           60.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |            8.2 |          172.2 |         1323.2 |         41.478 |           60.0 ||
||          ecoli |    ml_100_cl_0 |         16.749 |           10.4 |          218.4 |         1264.4 |         30.945 |           60.0 ||
||          ecoli |    ml_150_cl_0 |         17.245 |            8.6 |          180.6 |         1009.6 |          25.95 |           40.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |            9.8 |          205.8 |         1417.8 |         38.779 |           40.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           10.2 |          214.2 |         1376.2 |         41.897 |           40.0 ||
||          glass |    ml_0_cl_100 |         77.574 |            6.8 |          142.8 |          877.2 |         13.781 |           80.0 ||
||          glass |     ml_0_cl_50 |         76.116 |            8.0 |          168.0 |          960.0 |         13.803 |           60.0 ||
||          glass |    ml_100_cl_0 |        110.453 |            9.8 |          205.8 |         1009.0 |         13.583 |           80.0 ||
||          glass |    ml_25_cl_25 |         84.109 |            8.0 |          168.0 |         1011.8 |           14.4 |           80.0 ||
||          glass |     ml_50_cl_0 |         96.744 |            8.8 |          184.8 |         1064.0 |         13.976 |           60.0 ||
||          glass |    ml_50_cl_50 |          99.44 |            9.6 |          201.6 |         1164.8 |          17.93 |           20.0 ||
||         accent |    ml_0_cl_100 |      18884.919 |            7.0 |          147.0 |         1209.8 |         26.234 |           60.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |            7.4 |          155.4 |         1158.2 |         27.448 |           60.0 ||
||         accent |    ml_100_cl_0 |       36350.72 |            8.8 |          184.8 |         1357.2 |         25.944 |            0.0 ||
||         accent |    ml_150_cl_0 |      41666.204 |            7.4 |          155.4 |         1210.2 |         25.224 |           40.0 ||
||         accent |    ml_50_cl_50 |      28931.026 |            9.4 |          197.4 |         1435.2 |         29.182 |           80.0 ||
||         accent |    ml_75_cl_75 |      32316.649 |            8.4 |          176.4 |         1288.2 |         30.057 |           60.0 ||
