||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||          seeds |    ml_25_cl_25 |         607.86 |            3.0 |           63.0 |          461.2 |          3.502 |          100.0 ||
||          seeds |     ml_50_cl_0 |        619.504 |            3.0 |           63.0 |          475.0 |            3.5 |           80.0 ||
||          seeds |    ml_50_cl_50 |        637.782 |            1.2 |           25.2 |          253.6 |          2.136 |           80.0 ||
||          heart |    ml_0_cl_100 |       3339.144 |            6.2 |          130.2 |          985.2 |          6.208 |           40.0 ||
||          heart |    ml_0_cl_150 |       3361.286 |            5.8 |          121.8 |          852.8 |          6.132 |           60.0 ||
||          heart |    ml_100_cl_0 |       3335.621 |            7.4 |          155.4 |         1157.8 |          7.141 |           20.0 ||
||          heart |    ml_150_cl_0 |       3353.373 |            6.2 |          130.2 |         1003.0 |          6.883 |           40.0 ||
||          heart |    ml_50_cl_50 |       3337.322 |            6.4 |          134.4 |         1037.2 |          6.586 |           80.0 ||
||          heart |    ml_75_cl_75 |       3356.429 |            6.2 |          130.2 |          871.2 |          6.159 |           60.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            1.0 |           21.0 |          207.8 |          1.352 |          100.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |            0.0 |          127.2 |          0.873 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            3.4 |           71.4 |          469.8 |          3.069 |          100.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            2.6 |           54.6 |          386.2 |          2.711 |          100.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            0.8 |           16.8 |          204.0 |          1.306 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            0.6 |           12.6 |          186.8 |          1.342 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |            5.8 |          121.8 |         1006.2 |         12.188 |          100.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |            6.2 |          130.2 |          909.6 |         12.604 |           80.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |            6.0 |          126.0 |          960.6 |         12.618 |           60.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |            7.0 |          147.0 |         1329.8 |         15.633 |           40.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |            7.8 |          163.8 |         1213.2 |         16.221 |           80.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |            5.6 |          117.6 |         1039.6 |         12.949 |           80.0 ||
||           gene |    ml_0_cl_200 |    17802378.98 |            4.8 |          100.8 |          793.4 |        258.851 |           80.0 ||
||           gene |    ml_0_cl_400 |   17807053.853 |            5.0 |          105.0 |          772.2 |        261.104 |           80.0 ||
||           gene |  ml_100_cl_100 |   17812884.436 |            4.8 |          100.8 |          697.0 |        236.022 |          100.0 ||
||           gene |    ml_200_cl_0 |   17807622.887 |            5.0 |          105.0 |          644.6 |        224.721 |          100.0 ||
||           gene |  ml_200_cl_200 |   17809579.596 |            5.0 |          105.0 |          666.4 |        236.124 |          100.0 ||
||           gene |    ml_400_cl_0 |   17811344.271 |            5.4 |          113.4 |          592.4 |        229.465 |          100.0 ||
||movement-libras |    ml_0_cl_100 |        310.835 |           10.8 |          226.8 |         1373.2 |         68.875 |           40.0 ||
||movement-libras |    ml_0_cl_150 |        314.138 |           14.4 |          302.4 |         1671.2 |         99.014 |           80.0 ||
||movement-libras |    ml_100_cl_0 |         417.04 |           11.4 |          239.4 |         1340.0 |         62.388 |           60.0 ||
||movement-libras |    ml_150_cl_0 |        479.354 |           12.4 |          260.4 |         1336.6 |         62.493 |           80.0 ||
||movement-libras |    ml_50_cl_50 |        372.189 |           12.6 |          264.6 |         1461.0 |         72.762 |           60.0 ||
||movement-libras |    ml_75_cl_75 |        396.751 |           13.6 |          285.6 |         1416.6 |         75.365 |           60.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          119.2 |          0.642 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          120.6 |          0.574 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            1.4 |           29.4 |          237.6 |           1.27 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.2 |           46.2 |          258.8 |          1.377 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            0.6 |           12.6 |          213.0 |          0.977 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            1.8 |           37.8 |          233.0 |          1.317 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.951 |            9.0 |          189.0 |         1503.2 |         40.194 |           20.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |            9.0 |          189.0 |         1428.0 |          45.47 |           80.0 ||
||        ECG5000 |  ml_125_cl_125 |       12999.66 |            8.4 |          176.4 |         1283.8 |         37.403 |           40.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |            7.8 |          163.8 |         1226.8 |         29.901 |           60.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |            7.4 |          155.4 |         1045.2 |         27.235 |           20.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |            8.4 |          176.4 |         1396.0 |         37.642 |           80.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |            8.0 |          168.0 |         1355.0 |          37.14 |           40.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |            7.4 |          155.4 |         1298.0 |         39.083 |           60.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |            9.4 |          197.4 |         1222.6 |         28.928 |           20.0 ||
||          ecoli |    ml_150_cl_0 |         17.256 |            8.2 |          172.2 |          993.8 |         24.653 |           40.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |            9.0 |          189.0 |         1239.6 |         32.064 |           40.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |            9.4 |          197.4 |         1311.4 |         37.908 |           20.0 ||
||          glass |    ml_0_cl_100 |         77.574 |            7.6 |          159.6 |          971.8 |         15.185 |           60.0 ||
||          glass |     ml_0_cl_50 |         76.117 |            7.6 |          159.6 |          980.2 |         13.798 |           80.0 ||
||          glass |    ml_100_cl_0 |        110.515 |            9.4 |          197.4 |          990.4 |         12.626 |           40.0 ||
||          glass |    ml_25_cl_25 |         84.109 |            8.8 |          184.8 |         1073.8 |         14.682 |           60.0 ||
||          glass |     ml_50_cl_0 |         96.834 |           10.6 |          222.6 |         1209.8 |         15.119 |           40.0 ||
||          glass |    ml_50_cl_50 |         99.439 |            8.2 |          172.2 |         1050.6 |         14.794 |           60.0 ||
||         accent |    ml_0_cl_100 |      18884.919 |            6.8 |          142.8 |         1209.8 |          24.15 |           60.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |            8.6 |          180.6 |         1273.0 |         31.116 |           40.0 ||
||         accent |    ml_100_cl_0 |       36350.72 |            8.8 |          184.8 |         1331.6 |          26.24 |           40.0 ||
||         accent |    ml_150_cl_0 |      41666.392 |            9.0 |          189.0 |         1369.0 |         26.622 |           20.0 ||
||         accent |    ml_50_cl_50 |      28931.158 |            9.2 |          193.2 |         1393.4 |         27.085 |           80.0 ||
||         accent |    ml_75_cl_75 |      32316.649 |            8.8 |          184.8 |         1271.6 |         27.839 |           80.0 ||
