||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||movement-libras |    ml_0_cl_100 |        310.663 |           20.4 |          408.0 |         3011.0 |         165.97 |            0.0 ||
||movement-libras |    ml_0_cl_150 |        313.831 |           20.4 |          408.0 |         3018.0 |        181.713 |            0.0 ||
||movement-libras |    ml_100_cl_0 |        416.466 |           20.4 |          408.0 |         2710.0 |        130.945 |            0.0 ||
||movement-libras |    ml_150_cl_0 |        479.491 |           22.4 |          448.0 |         2711.0 |        140.004 |           20.0 ||
||movement-libras |    ml_50_cl_50 |        371.726 |           19.8 |          396.0 |         2934.6 |        153.834 |            0.0 ||
||movement-libras |    ml_75_cl_75 |        396.752 |           19.6 |          392.0 |         2847.6 |        159.571 |            0.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          352.8 |          1.909 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          356.0 |          1.642 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            4.8 |           96.0 |          681.8 |          4.004 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            7.0 |          140.0 |          737.8 |           4.36 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3325353606287723.0 |            5.4 |          108.0 |          785.2 |          4.213 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            4.8 |           96.0 |          619.2 |          3.869 |           60.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |           15.6 |          312.0 |         3520.4 |         96.923 |            0.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           14.4 |          288.0 |         3209.8 |        106.759 |            0.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |           15.2 |          304.0 |         2950.6 |         92.957 |            0.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |           14.2 |          284.0 |         2752.6 |         75.407 |            0.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |           14.6 |          292.0 |         2428.8 |         71.007 |            0.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           15.2 |          304.0 |         3243.4 |         93.269 |            0.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           14.8 |          296.0 |         3149.4 |         90.056 |            0.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           14.2 |          284.0 |         3028.6 |         96.016 |            0.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           14.8 |          296.0 |         2561.2 |         66.027 |            0.0 ||
||          ecoli |    ml_150_cl_0 |         17.225 |           17.4 |          348.0 |         2369.4 |         65.934 |            0.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           15.2 |          304.0 |         2835.4 |         76.771 |            0.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           17.2 |          344.0 |         2966.2 |         88.155 |            0.0 ||
||          glass |    ml_0_cl_100 |         77.574 |           13.2 |          264.0 |         2004.6 |         33.733 |            0.0 ||
||          glass |     ml_0_cl_50 |         76.116 |           13.6 |          272.0 |         2092.2 |         31.121 |            0.0 ||
||          glass |    ml_100_cl_0 |        110.453 |           16.6 |          332.0 |         1996.4 |         28.284 |            0.0 ||
||          glass |    ml_25_cl_25 |         84.041 |           15.0 |          300.0 |         2284.2 |         31.631 |            0.0 ||
||          glass |     ml_50_cl_0 |         96.674 |           17.4 |          348.0 |         2405.2 |         30.276 |            0.0 ||
||          glass |    ml_50_cl_50 |         99.391 |           14.2 |          284.0 |         2153.8 |         33.686 |            0.0 ||
||         accent |    ml_0_cl_100 |      18884.919 |           13.8 |          276.0 |         3029.6 |         65.581 |            0.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |           14.0 |          280.0 |         2788.4 |         68.892 |            0.0 ||
||         accent |    ml_100_cl_0 |       36350.72 |           14.8 |          296.0 |         2910.4 |         56.614 |            0.0 ||
||         accent |    ml_150_cl_0 |      41666.204 |           14.8 |          296.0 |         2753.2 |           58.5 |            0.0 ||
||         accent |    ml_50_cl_50 |      28931.026 |           16.4 |          328.0 |         3116.4 |          65.95 |            0.0 ||
||         accent |    ml_75_cl_75 |      32316.649 |           15.4 |          308.0 |         2913.4 |          65.09 |            0.0 ||
||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||           gene |    ml_0_cl_200 |    17802378.98 |           11.6 |          232.0 |         2045.4 |         676.13 |           40.0 ||
