||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||          heart |    ml_100_cl_0 |       3335.621 |           10.0 |          220.0 |         1221.2 |          7.856 |          100.0 ||
||          heart |    ml_150_cl_0 |       3353.373 |            8.0 |          180.0 |         1020.8 |          7.226 |          100.0 ||
||          heart |    ml_50_cl_50 |       3337.322 |            7.4 |          168.0 |          992.4 |          6.399 |          100.0 ||
||          heart |    ml_75_cl_75 |       3356.429 |            6.6 |          152.0 |          801.4 |           5.89 |          100.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            1.6 |           52.0 |          183.8 |          1.243 |          100.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |           20.0 |           87.2 |          0.587 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            4.4 |          108.0 |          453.0 |          3.037 |          100.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            3.4 |           88.0 |          380.4 |          2.787 |          100.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            0.6 |           32.0 |          152.2 |          0.978 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            0.8 |           36.0 |          152.6 |           1.12 |          100.0 ||
||      computers |    ml_0_cl_150 |     317641.175 |            6.0 |          140.0 |          919.0 |         10.851 |          100.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |            7.4 |          168.0 |          865.2 |         11.737 |          100.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |            7.2 |          164.0 |          939.0 |         12.493 |          100.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |            8.0 |          180.0 |         1318.2 |         15.264 |          100.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |            9.4 |          208.0 |         1190.6 |         15.651 |          100.0 ||
||      computers |    ml_75_cl_75 |     317314.667 |            6.0 |          140.0 |          964.6 |         11.706 |          100.0 ||
||           gene |    ml_0_cl_200 |    17802378.98 |            5.8 |          136.0 |          788.2 |        253.655 |          100.0 ||
||           gene |    ml_0_cl_400 |   17807053.853 |            5.8 |          136.0 |          726.4 |         240.72 |          100.0 ||
||           gene |  ml_100_cl_100 |   17812884.436 |            5.6 |          132.0 |          662.8 |        220.526 |          100.0 ||
||           gene |    ml_200_cl_0 |   17807622.887 |            6.2 |          144.0 |          627.0 |        216.456 |          100.0 ||
||           gene |  ml_200_cl_200 |   17809579.596 |            5.6 |          132.0 |          618.8 |        214.742 |          100.0 ||
||           gene |    ml_400_cl_0 |   17811344.271 |            6.0 |          140.0 |          563.0 |        207.649 |          100.0 ||
||movement-libras |    ml_0_cl_100 |        311.099 |           17.6 |          372.0 |         1628.6 |         83.279 |          100.0 ||
||movement-libras |    ml_0_cl_150 |        314.481 |           19.6 |          412.0 |         1868.4 |        105.222 |          100.0 ||
||movement-libras |    ml_100_cl_0 |        416.982 |           20.4 |          428.0 |         1699.4 |         78.829 |          100.0 ||
||movement-libras |    ml_150_cl_0 |        479.389 |           21.8 |          456.0 |         1699.2 |         82.156 |          100.0 ||
||movement-libras |    ml_50_cl_50 |        372.034 |           19.4 |          408.0 |         1762.4 |         88.266 |          100.0 ||
||movement-libras |    ml_75_cl_75 |        396.985 |           20.4 |          428.0 |         1809.0 |         97.557 |          100.0 ||
||           drug |    ml_0_cl_150 |8.489509551748155e+27 |            0.0 |           20.0 |           80.0 |          0.754 |          100.0 ||
||           drug |    ml_0_cl_250 |8.562517504071864e+27 |            0.0 |           20.0 |           73.0 |          0.774 |          100.0 ||
||           drug |  ml_125_cl_125 |8.501823982975736e+27 |            0.0 |           20.0 |           79.8 |          0.845 |          100.0 ||
||           drug |    ml_150_cl_0 |2.394328674873782e+27 |            0.0 |           20.0 |          114.4 |          1.057 |          100.0 ||
||           drug |    ml_250_cl_0 |2.7402985379841865e+27 |            0.0 |           20.0 |          102.6 |          1.082 |          100.0 ||
||           drug |    ml_75_cl_75 |8.389181967401496e+27 |            0.0 |           20.0 |           85.6 |          0.792 |          100.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |           20.0 |           79.2 |          0.431 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |           20.0 |           80.6 |          0.376 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            2.0 |           60.0 |          209.8 |          1.201 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.6 |           72.0 |          211.8 |          1.147 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            1.0 |           40.0 |          184.8 |          0.924 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            1.6 |           52.0 |          166.4 |          0.991 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |           13.8 |          296.0 |         1601.8 |         43.914 |          100.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           10.4 |          228.0 |         1470.0 |         45.273 |          100.0 ||
||        ECG5000 |  ml_125_cl_125 |      13000.085 |           13.6 |          292.0 |         1456.2 |         43.329 |          100.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |           10.0 |          220.0 |         1232.8 |         30.364 |          100.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.136 |           11.4 |          248.0 |         1150.6 |         30.753 |          100.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           12.2 |          264.0 |         1496.4 |         40.286 |          100.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           12.8 |          276.0 |         1613.4 |         43.025 |          100.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           11.8 |          256.0 |         1517.6 |         45.647 |          100.0 ||
||          ecoli |    ml_100_cl_0 |         16.752 |           15.6 |          332.0 |         1554.4 |         37.888 |          100.0 ||
||          ecoli |    ml_150_cl_0 |         17.248 |           13.0 |          280.0 |         1217.0 |         31.623 |          100.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           13.4 |          288.0 |         1470.8 |         38.489 |          100.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           13.6 |          292.0 |         1495.2 |         42.573 |          100.0 ||
||          glass |    ml_0_cl_100 |         77.574 |            9.4 |          208.0 |          900.4 |         14.063 |          100.0 ||
||          glass |     ml_0_cl_50 |         76.118 |            8.2 |          184.0 |          828.8 |         11.055 |          100.0 ||
||          glass |    ml_100_cl_0 |        110.571 |           11.8 |          256.0 |          935.8 |         12.404 |          100.0 ||
||          glass |    ml_25_cl_25 |         84.109 |           11.2 |          244.0 |         1019.2 |         13.343 |          100.0 ||
||          glass |     ml_50_cl_0 |         96.674 |           15.0 |          320.0 |         1273.0 |         15.607 |          100.0 ||
||          glass |    ml_50_cl_50 |         99.483 |           13.0 |          280.0 |         1140.0 |         16.638 |          100.0 ||
||         accent |    ml_0_cl_100 |      18885.335 |            9.2 |          204.0 |         1240.8 |         24.861 |          100.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |           11.2 |          244.0 |         1354.6 |         31.106 |          100.0 ||
||         accent |    ml_100_cl_0 |       36350.72 |           11.8 |          256.0 |         1438.6 |         26.155 |          100.0 ||
||         accent |    ml_150_cl_0 |      41666.204 |           10.8 |          236.0 |         1406.4 |         27.676 |          100.0 ||
||         accent |    ml_50_cl_50 |      28931.026 |           12.2 |          264.0 |         1543.4 |         30.482 |          100.0 ||
||         accent |    ml_75_cl_75 |      32316.653 |           12.2 |          264.0 |         1468.4 |         32.072 |          100.0 ||
