||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||  connectionist |    ml_50_cl_50 |        327.247 |            9.8 |          238.0 |         1980.2 |          9.669 |           60.0 ||
||          seeds |    ml_0_cl_100 |        628.161 |            4.0 |           90.0 |          889.6 |          7.744 |          100.0 ||
||          seeds |     ml_0_cl_50 |        608.447 |            7.4 |          174.0 |         1429.8 |         11.194 |          100.0 ||
||          seeds |    ml_100_cl_0 |        643.788 |            5.0 |          118.0 |         1142.6 |           8.63 |           80.0 ||
||          seeds |    ml_25_cl_25 |         607.86 |            7.2 |          172.0 |         1397.2 |         10.889 |           80.0 ||
||          seeds |     ml_50_cl_0 |        619.504 |            6.8 |          162.0 |         1446.6 |         10.413 |           60.0 ||
||          seeds |    ml_50_cl_50 |        637.782 |            2.2 |           54.0 |          750.4 |          6.286 |          100.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            2.4 |           56.0 |          641.8 |          4.064 |           80.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |            0.0 |          435.8 |          2.923 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            8.2 |          194.0 |         1385.4 |          9.074 |           60.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            7.4 |          178.0 |         1247.0 |          8.991 |           80.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            1.8 |           50.0 |          677.0 |          4.268 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            2.2 |           60.0 |          670.4 |          4.806 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |           13.0 |          320.0 |         2854.2 |         35.233 |           20.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |           12.6 |          310.0 |         2562.2 |         34.983 |           40.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |           12.2 |          296.0 |         2597.8 |         34.846 |            0.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |           12.4 |          302.0 |         3544.8 |         42.284 |           20.0 ||
||      computers |    ml_250_cl_0 |     323038.188 |           13.2 |          328.0 |         3028.6 |         38.212 |            0.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |           12.4 |          302.0 |         2869.6 |         35.729 |           40.0 ||
||movement-libras |    ml_0_cl_100 |        310.789 |           21.4 |          624.0 |         4361.2 |        213.327 |            0.0 ||
||movement-libras |    ml_0_cl_150 |        313.972 |           26.0 |          840.0 |         4991.8 |        275.059 |            0.0 ||
||movement-libras |    ml_100_cl_0 |        416.584 |           21.8 |          664.0 |         4079.0 |        182.602 |            0.0 ||
||movement-libras |    ml_150_cl_0 |        479.578 |           20.0 |          592.0 |         3703.2 |        173.246 |            0.0 ||
||movement-libras |    ml_50_cl_50 |        372.035 |           22.8 |          684.0 |         4415.2 |        213.836 |            0.0 ||
||movement-libras |    ml_75_cl_75 |        396.863 |           23.8 |          752.0 |         4541.2 |         238.82 |            0.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          411.8 |          2.185 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          414.8 |          1.916 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            5.2 |          128.0 |          850.2 |          4.813 |           60.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            7.0 |          176.0 |          877.6 |            4.8 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3325353606287723.0 |            7.6 |          184.0 |         1104.8 |          5.705 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            4.8 |          118.0 |          739.0 |          4.272 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |           14.2 |          368.0 |         3984.6 |        104.764 |            0.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           14.6 |          368.0 |         4020.4 |        119.575 |            0.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |           15.0 |          372.0 |         3507.8 |        101.032 |            0.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |           13.2 |          328.0 |         3341.6 |         80.407 |            0.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |           16.4 |          456.0 |         3274.8 |          85.88 |            0.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.306 |           15.0 |          400.0 |         3998.0 |        104.164 |            0.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           14.8 |          392.0 |         3950.8 |        101.662 |            0.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           15.8 |          414.0 |         4098.8 |        119.031 |            0.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           18.2 |          528.0 |         3790.8 |         90.049 |            0.0 ||
||          ecoli |    ml_150_cl_0 |         17.226 |           16.4 |          434.0 |         3024.0 |         76.624 |           20.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           16.4 |          456.0 |         3859.0 |         98.199 |            0.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           16.2 |          448.0 |         3705.0 |        103.198 |            0.0 ||
