||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||      computers |    ml_150_cl_0 |     317175.717 |           12.4 |          306.0 |         3560.8 |         42.629 |           20.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |           13.2 |          328.0 |         3042.6 |         38.652 |            0.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |           12.4 |          296.0 |         2870.4 |         34.051 |           20.0 ||
||movement-libras |    ml_0_cl_100 |         310.58 |           18.0 |          520.0 |         3722.0 |        183.237 |            0.0 ||
||movement-libras |    ml_0_cl_150 |        313.827 |           18.0 |          520.0 |         3750.8 |        205.475 |            0.0 ||
||movement-libras |    ml_100_cl_0 |        416.506 |           19.2 |          568.0 |         3552.4 |        160.726 |            0.0 ||
||movement-libras |    ml_150_cl_0 |        479.309 |           19.6 |          584.0 |         3305.6 |        155.751 |            0.0 ||
||movement-libras |    ml_50_cl_50 |        371.666 |           19.2 |          568.0 |         3748.4 |        182.098 |            0.0 ||
||movement-libras |    ml_75_cl_75 |        396.817 |           20.4 |          604.0 |         3793.0 |        201.451 |            0.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          411.8 |          2.199 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          414.8 |          1.935 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            5.0 |          130.0 |          850.0 |          4.834 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            8.0 |          192.0 |          911.4 |           4.98 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3325353606287723.0 |            7.6 |          184.0 |         1075.0 |           5.61 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            4.8 |          118.0 |          735.2 |           4.25 |           80.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |           15.8 |          432.0 |         4153.8 |        110.412 |            0.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           15.2 |          408.0 |         4091.4 |        123.712 |            0.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |           14.2 |          368.0 |         3511.6 |        102.636 |           20.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |           13.8 |          352.0 |         3493.6 |         84.412 |            0.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |           13.8 |          352.0 |         2882.2 |         75.636 |            0.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           15.0 |          400.0 |         3956.6 |        103.416 |            0.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           14.6 |          376.0 |         3752.0 |         97.002 |            0.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           14.8 |          392.0 |         3731.8 |        109.468 |            0.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           14.0 |          360.0 |         3029.6 |         71.799 |            0.0 ||
||          ecoli |    ml_150_cl_0 |         17.253 |           15.6 |          424.0 |         2813.2 |         72.292 |            0.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           14.2 |          368.0 |         3254.6 |         82.918 |            0.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           15.0 |          400.0 |         3297.0 |         91.671 |            0.0 ||
||          glass |    ml_0_cl_100 |         77.574 |           13.0 |          320.0 |         2341.8 |         35.681 |           20.0 ||
||          glass |     ml_0_cl_50 |         76.116 |           12.6 |          304.0 |         2405.2 |         31.168 |            0.0 ||
||          glass |    ml_100_cl_0 |        110.453 |           14.2 |          368.0 |         2295.8 |         29.721 |            0.0 ||
||          glass |    ml_25_cl_25 |         84.041 |           15.0 |          388.0 |         2805.6 |         35.326 |            0.0 ||
||          glass |     ml_50_cl_0 |         96.674 |           14.4 |          376.0 |         2717.4 |         32.017 |            0.0 ||
||          glass |    ml_50_cl_50 |         99.391 |           14.8 |          392.0 |         2737.2 |         39.248 |            0.0 ||
