||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            0.8 |           16.0 |          187.6 |          1.214 |           80.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |            0.0 |          127.2 |          0.865 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            3.0 |           60.0 |          415.4 |          2.738 |           60.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            2.4 |           48.0 |          364.6 |          2.651 |           80.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            0.6 |           12.0 |          196.0 |          1.242 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            1.0 |           20.0 |          210.0 |          1.524 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |            4.6 |           92.0 |          787.2 |          9.648 |           40.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |            4.4 |           88.0 |          696.0 |          9.205 |            0.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |            4.8 |           96.0 |          766.8 |         10.273 |           40.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |            5.2 |          104.0 |         1058.4 |         12.521 |            0.0 ||
||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||           iris |    ml_0_cl_100 |         84.951 |            2.0 |           40.0 |          288.2 |          2.161 |          100.0 ||
||           iris |     ml_0_cl_50 |         83.999 |            2.2 |           44.0 |          316.8 |           1.97 |          100.0 ||
||           iris |    ml_100_cl_0 |         86.688 |            2.2 |           44.0 |          248.8 |          1.491 |          100.0 ||
||           iris |    ml_25_cl_25 |          82.36 |            2.0 |           40.0 |          295.0 |           1.81 |          100.0 ||
||           iris |     ml_50_cl_0 |         84.964 |            2.0 |           40.0 |          285.6 |          1.591 |          100.0 ||
||           iris |    ml_50_cl_50 |         85.577 |            0.8 |           16.0 |          189.8 |          1.307 |          100.0 ||
||           wine |    ml_0_cl_100 |    3109961.404 |            1.2 |           24.0 |          240.2 |          1.948 |           80.0 ||
||           wine |     ml_0_cl_50 |    2761939.542 |            0.4 |            8.0 |          207.4 |          1.368 |          100.0 ||
||           wine |    ml_100_cl_0 |    4201469.548 |            3.2 |           64.0 |          367.2 |          2.505 |           60.0 ||
||           wine |    ml_25_cl_25 |    3148745.281 |            1.4 |           28.0 |          328.6 |          2.204 |          100.0 ||
||           wine |     ml_50_cl_0 |    3485077.386 |            4.2 |           84.0 |          514.6 |          3.316 |           80.0 ||
||           wine |    ml_50_cl_50 |    3823771.429 |            1.2 |           24.0 |          245.8 |           1.88 |           80.0 ||
||  connectionist |    ml_0_cl_100 |         327.37 |            3.0 |           60.0 |          448.0 |          2.314 |           60.0 ||
||  connectionist |     ml_0_cl_50 |        302.615 |            2.8 |           56.0 |          511.8 |          2.245 |          100.0 ||
||  connectionist |    ml_100_cl_0 |        327.779 |            4.2 |           84.0 |          629.2 |          3.081 |           20.0 ||
||  connectionist |    ml_25_cl_25 |        302.198 |            4.0 |           80.0 |          595.4 |          2.636 |           40.0 ||
||  connectionist |     ml_50_cl_0 |        301.432 |            4.2 |           84.0 |          664.8 |           2.91 |           20.0 ||
||  connectionist |    ml_50_cl_50 |        327.247 |            3.4 |           68.0 |          548.8 |          2.753 |           60.0 ||
||          seeds |    ml_0_cl_100 |        628.161 |            1.4 |           28.0 |          258.8 |          2.261 |          100.0 ||
||          seeds |     ml_0_cl_50 |        608.447 |            2.6 |           52.0 |          411.6 |          3.269 |          100.0 ||
||          seeds |    ml_100_cl_0 |        643.788 |            1.8 |           36.0 |          333.8 |          2.546 |           80.0 ||
||          seeds |    ml_25_cl_25 |         607.86 |            3.0 |           60.0 |          427.2 |          3.353 |          100.0 ||
||          seeds |     ml_50_cl_0 |        619.504 |            2.4 |           48.0 |          398.2 |          2.883 |           60.0 ||
||          seeds |    ml_50_cl_50 |        637.782 |            0.8 |           16.0 |          217.4 |          1.838 |           80.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            0.8 |           16.0 |          187.6 |          1.207 |           80.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |            0.0 |          127.2 |          0.865 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            3.0 |           60.0 |          415.4 |          2.757 |           60.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            2.4 |           48.0 |          364.6 |          2.637 |           80.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            0.6 |           12.0 |          196.0 |          1.238 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            1.0 |           20.0 |          210.0 |          1.528 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |            4.6 |           92.0 |          787.2 |          9.627 |           40.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |            4.4 |           88.0 |          696.0 |          9.354 |            0.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |            4.8 |           96.0 |          766.8 |         10.504 |           40.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |            5.2 |          104.0 |         1058.4 |         12.281 |            0.0 ||
||      computers |    ml_250_cl_0 |     323038.841 |            5.2 |          104.0 |          917.4 |         11.715 |           20.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |            4.6 |           92.0 |          830.8 |          9.841 |           40.0 ||
||movement-libras |    ml_0_cl_100 |        311.429 |           10.8 |          216.0 |         1278.4 |         63.389 |           40.0 ||
||movement-libras |    ml_0_cl_150 |        313.749 |            9.2 |          184.0 |         1150.8 |         63.194 |           20.0 ||
||movement-libras |    ml_100_cl_0 |        417.396 |           10.0 |          200.0 |         1098.2 |         49.761 |           60.0 ||
||movement-libras |    ml_150_cl_0 |        479.288 |            9.6 |          192.0 |         1039.4 |         48.961 |           20.0 ||
||movement-libras |    ml_50_cl_50 |        371.889 |           10.6 |          212.0 |         1239.4 |         60.463 |            0.0 ||
||movement-libras |    ml_75_cl_75 |        397.056 |           10.6 |          212.0 |         1122.0 |         59.798 |           20.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          119.2 |          0.645 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          120.6 |          0.569 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            1.2 |           24.0 |          211.4 |           1.19 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.0 |           40.0 |          220.6 |          1.184 |           80.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            0.8 |           16.0 |          209.0 |          0.942 |           80.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            1.6 |           32.0 |          202.2 |          1.169 |           80.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.961 |            7.2 |          144.0 |         1157.8 |         30.875 |            0.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |            7.2 |          144.0 |         1185.0 |         35.996 |           40.0 ||
||        ECG5000 |  ml_125_cl_125 |      13000.761 |            7.2 |          144.0 |         1091.2 |         32.075 |            0.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.823 |            5.2 |          104.0 |          965.4 |         23.328 |            0.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.704 |            6.6 |          132.0 |          934.8 |         24.461 |            0.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.303 |            6.6 |          132.0 |         1148.4 |         30.155 |            0.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |            5.8 |          116.0 |         1051.0 |          27.22 |            0.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |            5.0 |          100.0 |         1005.6 |         29.263 |            0.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |            7.2 |          144.0 |          985.6 |         23.616 |            0.0 ||
||          ecoli |    ml_150_cl_0 |         17.225 |            7.6 |          152.0 |          903.0 |         23.255 |           20.0 ||
||          ecoli |    ml_50_cl_50 |          15.36 |            6.6 |          132.0 |         1047.8 |         26.852 |            0.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |            8.4 |          168.0 |         1104.2 |         31.028 |            0.0 ||
||          glass |    ml_0_cl_100 |         77.574 |            5.2 |          104.0 |          699.0 |         10.731 |            0.0 ||
||          glass |     ml_0_cl_50 |         76.116 |            5.6 |          112.0 |          719.2 |          9.464 |            0.0 ||
||          glass |    ml_100_cl_0 |        110.515 |            8.0 |          160.0 |          838.4 |         10.878 |           20.0 ||
||          glass |    ml_25_cl_25 |         84.041 |            6.6 |          132.0 |          825.8 |         10.473 |           20.0 ||
||          glass |     ml_50_cl_0 |         96.792 |            9.0 |          180.0 |         1019.4 |         12.184 |            0.0 ||
||          glass |    ml_50_cl_50 |          99.44 |            7.0 |          140.0 |          917.8 |         13.139 |           20.0 ||
