||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||       toxicity |     ml_50_cl_0 |3325353606287723.0 |            7.4 |          193.4 |         1154.2 |          5.892 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            5.0 |          125.0 |          785.2 |          4.453 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |           15.0 |          415.0 |         4159.0 |         108.54 |            0.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           15.0 |          415.0 |         4269.6 |        127.947 |            0.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.734 |           13.6 |          351.6 |         3471.0 |         98.278 |           20.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |           13.2 |          341.2 |         3374.8 |         80.329 |            0.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |           14.0 |          374.0 |         3053.2 |         77.438 |            0.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           15.4 |          411.4 |         4016.8 |        103.131 |            0.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           15.8 |          447.8 |         4197.8 |        107.956 |            0.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           14.8 |          406.8 |         4096.4 |         118.23 |            0.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           14.8 |          406.8 |         3306.0 |         77.025 |            0.0 ||
||          ecoli |    ml_150_cl_0 |         17.225 |           16.0 |          456.0 |         3014.4 |         74.747 |            0.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           15.4 |          431.4 |         3720.8 |         92.904 |            0.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           16.0 |          456.0 |         3736.0 |        101.653 |            0.0 ||
||          glass |    ml_0_cl_100 |         77.574 |           12.8 |          324.8 |         2453.4 |         36.654 |           20.0 ||
||          glass |     ml_0_cl_50 |         76.116 |           12.6 |          316.6 |         2576.0 |         32.686 |            0.0 ||
||          glass |    ml_100_cl_0 |        110.528 |           15.0 |          415.0 |         2573.2 |         32.102 |            0.0 ||
||          glass |    ml_25_cl_25 |         84.041 |           14.4 |          390.4 |         2850.0 |          35.28 |            0.0 ||
||          glass |     ml_50_cl_0 |         96.674 |           15.0 |          415.0 |         2910.8 |         33.521 |            0.0 ||
||          glass |    ml_50_cl_50 |         99.423 |           14.4 |          390.4 |         2776.6 |         38.724 |            0.0 ||
