||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||      computers |    ml_150_cl_0 |     317175.717 |            8.6 |          172.0 |         1459.2 |         17.941 |          100.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |           10.0 |          200.0 |         1254.4 |         15.787 |          100.0 ||
||      computers |    ml_75_cl_75 |     317314.242 |            7.0 |          140.0 |         1035.6 |         12.824 |          100.0 ||
||           gene |    ml_0_cl_200 |    17802378.98 |            6.0 |          120.0 |          750.4 |        242.613 |          100.0 ||
||           gene |    ml_0_cl_400 |   17807053.853 |            5.8 |          116.0 |          674.2 |        224.917 |          100.0 ||
||           gene |  ml_100_cl_100 |   17812884.436 |            5.4 |          108.0 |          606.8 |        201.605 |          100.0 ||
||           gene |    ml_200_cl_0 |   17807622.887 |            5.8 |          116.0 |          567.0 |        195.954 |          100.0 ||
||           gene |  ml_200_cl_200 |   17809579.596 |            4.8 |           96.0 |          517.8 |        178.305 |          100.0 ||
||           gene |    ml_400_cl_0 |   17811344.271 |            4.8 |           96.0 |          446.0 |         164.71 |          100.0 ||
||movement-libras |    ml_0_cl_100 |        311.131 |           20.0 |          400.0 |         1914.6 |         96.429 |          100.0 ||
||movement-libras |    ml_0_cl_150 |        314.493 |           20.6 |          412.0 |         1948.2 |        108.924 |          100.0 ||
||movement-libras |    ml_100_cl_0 |        417.246 |           18.2 |          364.0 |         1627.4 |         74.452 |          100.0 ||
||movement-libras |    ml_150_cl_0 |        479.877 |           19.4 |          388.0 |         1644.8 |         78.455 |          100.0 ||
||movement-libras |    ml_50_cl_50 |        371.976 |           23.0 |          460.0 |         2122.8 |        105.159 |          100.0 ||
||movement-libras |    ml_75_cl_75 |        397.019 |           21.2 |          424.0 |         1848.0 |         99.472 |          100.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |           79.2 |          0.427 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |           80.6 |          0.372 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            2.0 |           40.0 |          210.8 |           1.21 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.6 |           52.0 |          217.8 |          1.215 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            0.8 |           16.0 |          176.4 |          0.854 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            2.0 |           40.0 |          185.4 |          1.106 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |           13.6 |          272.0 |         1620.0 |         43.831 |          100.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           10.6 |          212.0 |         1461.8 |         44.703 |          100.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |           11.2 |          224.0 |         1342.0 |         39.796 |          100.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.823 |            9.4 |          188.0 |         1170.4 |         28.806 |          100.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.073 |           10.6 |          212.0 |         1146.4 |         30.148 |          100.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           11.0 |          220.0 |         1356.6 |         36.276 |          100.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           14.2 |          284.0 |         1775.8 |         47.014 |          100.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           11.4 |          228.0 |         1537.8 |         45.627 |          100.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           13.2 |          264.0 |         1375.8 |         33.465 |          100.0 ||
||          ecoli |    ml_150_cl_0 |         17.232 |           13.6 |          272.0 |         1267.4 |          32.72 |          100.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           11.4 |          228.0 |         1366.8 |         35.418 |          100.0 ||
||          ecoli |    ml_75_cl_75 |          16.32 |           12.8 |          256.0 |         1418.8 |         40.446 |          100.0 ||
||          glass |    ml_0_cl_100 |         77.574 |            9.4 |          188.0 |          956.2 |         14.812 |          100.0 ||
||          glass |     ml_0_cl_50 |         76.116 |           10.2 |          204.0 |         1020.6 |         13.576 |          100.0 ||
||          glass |    ml_100_cl_0 |        110.487 |           11.4 |          228.0 |          968.8 |         12.678 |          100.0 ||
||          glass |    ml_25_cl_25 |          84.12 |           11.4 |          228.0 |         1082.2 |         13.956 |          100.0 ||
||          glass |     ml_50_cl_0 |         96.733 |           14.4 |          288.0 |         1284.2 |         15.536 |          100.0 ||
||          glass |    ml_50_cl_50 |         99.463 |           13.2 |          264.0 |         1232.0 |         17.944 |          100.0 ||
||         accent |    ml_0_cl_100 |      18884.919 |            9.2 |          184.0 |         1267.8 |          25.17 |          100.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |           10.4 |          208.0 |         1255.0 |         28.358 |          100.0 ||
||         accent |    ml_100_cl_0 |      36351.248 |           12.8 |          256.0 |         1421.8 |         25.939 |          100.0 ||
||         accent |    ml_150_cl_0 |      41666.642 |           10.8 |          216.0 |         1263.6 |           24.9 |          100.0 ||
||         accent |    ml_50_cl_50 |      28931.026 |           12.0 |          240.0 |         1467.2 |         28.896 |          100.0 ||
||         accent |    ml_75_cl_75 |      32316.649 |           12.2 |          244.0 |         1402.8 |         30.694 |          100.0 ||
