||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||movement-libras |    ml_150_cl_0 |        479.363 |           20.6 |          432.6 |         1997.2 |         96.089 |          100.0 ||
||movement-libras |    ml_50_cl_50 |        371.674 |           18.8 |          394.8 |         1960.8 |        103.104 |          100.0 ||
||movement-libras |    ml_75_cl_75 |        396.775 |           19.8 |          415.8 |         1981.8 |        110.977 |          100.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          119.2 |          0.658 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          120.6 |          0.573 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            2.0 |           42.0 |          270.2 |          1.544 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.4 |           50.4 |          270.8 |          1.622 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            1.0 |           21.0 |          234.8 |          1.251 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            1.8 |           37.8 |          232.8 |          1.463 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.781 |           13.0 |          273.0 |         1702.2 |         49.759 |          100.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           10.4 |          218.4 |         1562.4 |         50.627 |          100.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.855 |           12.0 |          252.0 |         1578.2 |           48.9 |          100.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |           10.2 |          214.2 |         1391.6 |         35.959 |          100.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.704 |           12.4 |          260.4 |         1420.4 |         38.739 |          100.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           11.6 |          243.6 |         1551.6 |         43.514 |          100.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           12.0 |          252.0 |         1652.0 |         46.908 |          100.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           12.8 |          268.8 |         1717.0 |         53.586 |          100.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           15.8 |          331.8 |         1765.4 |         44.273 |          100.0 ||
||          ecoli |    ml_150_cl_0 |         17.269 |           13.4 |          281.4 |         1357.0 |         35.655 |          100.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           13.4 |          281.4 |         1589.4 |         43.429 |          100.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           12.6 |          264.6 |         1545.4 |         45.213 |          100.0 ||
||          glass |    ml_0_cl_100 |         77.574 |           11.2 |          235.2 |         1228.6 |          19.94 |          100.0 ||
||          glass |     ml_0_cl_50 |         76.116 |           10.0 |          210.0 |         1120.8 |         15.792 |          100.0 ||
||          glass |    ml_100_cl_0 |        110.453 |           11.8 |          247.8 |         1152.2 |         15.341 |          100.0 ||
||          glass |    ml_25_cl_25 |         84.109 |           11.4 |          239.4 |         1266.2 |         17.101 |          100.0 ||
||          glass |     ml_50_cl_0 |         96.676 |           15.6 |          327.6 |         1555.0 |          19.65 |          100.0 ||
||          glass |    ml_50_cl_50 |         99.418 |           11.4 |          239.4 |         1319.2 |         19.554 |          100.0 ||
||         accent |    ml_0_cl_100 |      18884.919 |           10.2 |          214.2 |         1495.4 |         31.646 |          100.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |           12.2 |          256.2 |         1524.4 |         36.317 |          100.0 ||
||         accent |    ml_100_cl_0 |      36350.818 |           12.2 |          256.2 |         1588.8 |         31.358 |          100.0 ||
||         accent |    ml_150_cl_0 |      41666.204 |           11.8 |          247.8 |         1592.2 |         32.061 |          100.0 ||
||         accent |    ml_50_cl_50 |      28931.158 |           12.2 |          256.2 |         1689.8 |         34.942 |          100.0 ||
||         accent |    ml_75_cl_75 |      32317.221 |           11.8 |          247.8 |         1533.6 |         35.117 |          100.0 ||
||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||           gene |    ml_0_cl_200 |    17802378.98 |            4.8 |          100.8 |          784.8 |        260.333 |          100.0 ||
