||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |           20.0 |           87.2 |          0.542 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |           20.0 |           89.2 |          0.495 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            4.4 |          108.0 |          161.0 |          1.477 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            5.8 |          136.0 |          144.2 |          1.539 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            2.2 |           64.0 |          160.0 |          1.103 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            4.4 |          108.0 |          127.6 |           1.35 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |           37.0 |          760.0 |          991.4 |         53.224 |          100.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           31.8 |          656.0 |          936.8 |         54.611 |          100.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.771 |           31.2 |          644.0 |          817.6 |         47.063 |          100.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |           29.0 |          600.0 |          853.8 |         37.743 |          100.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.554 |           33.0 |          680.0 |          810.6 |         41.582 |          100.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.315 |           28.8 |          596.0 |          878.6 |         44.869 |          100.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           28.8 |          596.0 |          814.2 |         43.409 |          100.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           32.2 |          664.0 |          949.8 |         54.823 |          100.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           39.0 |          800.0 |          875.8 |         44.586 |          100.0 ||
||          ecoli |    ml_150_cl_0 |         17.267 |           33.4 |          688.0 |          767.6 |         38.714 |          100.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           33.2 |          684.0 |          861.8 |         45.208 |          100.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           37.6 |          772.0 |          898.4 |         52.292 |          100.0 ||
||          glass |    ml_0_cl_100 |         77.574 |           25.0 |          520.0 |          567.8 |         18.533 |          100.0 ||
||          glass |     ml_0_cl_50 |         76.117 |           26.0 |          540.0 |          618.8 |         18.161 |          100.0 ||
||          glass |    ml_100_cl_0 |        111.116 |           32.0 |          660.0 |          643.6 |         17.538 |          100.0 ||
||          glass |    ml_25_cl_25 |         84.139 |           31.6 |          652.0 |          690.0 |         18.822 |          100.0 ||
||          glass |     ml_50_cl_0 |         96.808 |           36.2 |          744.0 |          764.2 |          21.09 |          100.0 ||
||          glass |    ml_50_cl_50 |         99.446 |           31.0 |          640.0 |          714.8 |         21.815 |          100.0 ||
