||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||      computers |  ml_125_cl_125 |     324411.328 |            8.8 |          196.0 |         1017.6 |         14.546 |          100.0 ||
||      computers |    ml_150_cl_0 |     317176.538 |            8.6 |          192.0 |         1281.2 |         15.671 |          100.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |           10.0 |          220.0 |         1240.6 |         16.571 |          100.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |            6.6 |          152.0 |          983.4 |         12.676 |          100.0 ||
||           gene |    ml_0_cl_200 |    17802378.98 |            6.4 |          148.0 |          823.0 |        266.978 |          100.0 ||
||           gene |    ml_0_cl_400 |   17807053.853 |            5.6 |          132.0 |          699.6 |        235.428 |          100.0 ||
||           gene |  ml_100_cl_100 |   17812884.436 |            4.8 |          116.0 |          594.0 |        197.185 |          100.0 ||
||           gene |    ml_200_cl_0 |   17807622.887 |            5.4 |          128.0 |          564.6 |        193.448 |          100.0 ||
||           gene |  ml_200_cl_200 |   17809579.596 |            3.8 |           96.0 |          515.0 |        174.379 |          100.0 ||
||           gene |    ml_400_cl_0 |   17811344.271 |            5.8 |          136.0 |          522.6 |        193.016 |          100.0 ||
||movement-libras |    ml_0_cl_100 |         311.14 |           18.2 |          384.0 |         1829.6 |         93.598 |          100.0 ||
||movement-libras |    ml_0_cl_150 |        313.861 |           18.6 |          392.0 |         1722.2 |         98.371 |          100.0 ||
||movement-libras |    ml_100_cl_0 |        417.011 |           19.2 |          404.0 |         1698.4 |          79.51 |          100.0 ||
||movement-libras |    ml_150_cl_0 |        479.944 |           18.8 |          396.0 |         1586.6 |         76.585 |          100.0 ||
||movement-libras |    ml_50_cl_50 |        372.359 |           18.0 |          380.0 |         1700.2 |          86.88 |          100.0 ||
||movement-libras |    ml_75_cl_75 |        396.835 |           18.8 |          396.0 |         1589.2 |         87.207 |          100.0 ||
||           drug |    ml_0_cl_150 |8.489509551748155e+27 |            0.0 |           20.0 |           80.0 |           0.75 |          100.0 ||
||           drug |    ml_0_cl_250 |8.562517504071864e+27 |            0.0 |           20.0 |           73.0 |          0.771 |          100.0 ||
||           drug |  ml_125_cl_125 |8.501823982975736e+27 |            0.0 |           20.0 |           79.8 |          0.849 |          100.0 ||
||           drug |    ml_150_cl_0 |2.394328674873782e+27 |            0.0 |           20.0 |          114.4 |          1.058 |          100.0 ||
||           drug |    ml_250_cl_0 |2.7402985379841865e+27 |            0.0 |           20.0 |          102.6 |          1.077 |          100.0 ||
||           drug |    ml_75_cl_75 |8.389181967401496e+27 |            0.0 |           20.0 |           85.6 |          0.791 |          100.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |           20.0 |           79.2 |          0.434 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |           20.0 |           80.6 |          0.386 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            2.2 |           64.0 |          217.4 |          1.282 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            2.4 |           68.0 |          211.4 |          1.279 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3624350034858881.5 |            1.0 |           40.0 |          181.4 |          0.943 |          100.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            2.4 |           68.0 |          201.6 |          1.292 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.781 |           15.2 |          324.0 |         1706.8 |         48.838 |          100.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           11.2 |          244.0 |         1435.8 |          45.67 |          100.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.794 |           10.8 |          236.0 |         1349.2 |         40.529 |          100.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.823 |           11.0 |          240.0 |         1346.0 |         33.997 |          100.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.143 |           10.8 |          236.0 |         1196.4 |         32.014 |          100.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           12.0 |          260.0 |         1553.6 |          42.54 |          100.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           13.0 |          280.0 |         1543.6 |         42.084 |          100.0 ||
