||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||  connectionist |    ml_50_cl_50 |        327.247 |           10.2 |          204.0 |         1686.8 |          8.343 |           60.0 ||
||          seeds |    ml_0_cl_100 |        628.161 |            4.2 |           84.0 |          782.4 |          7.099 |          100.0 ||
||          seeds |     ml_0_cl_50 |        608.447 |            6.8 |          136.0 |         1182.8 |         10.462 |           80.0 ||
||          seeds |    ml_100_cl_0 |        643.788 |            4.8 |           96.0 |          949.0 |          7.367 |           80.0 ||
||          seeds |    ml_25_cl_25 |         607.86 |            6.6 |          132.0 |         1142.0 |          9.215 |          100.0 ||
||          seeds |     ml_50_cl_0 |        619.504 |            6.4 |          128.0 |         1172.4 |          8.547 |           80.0 ||
||          seeds |    ml_50_cl_50 |        637.782 |            2.4 |           48.0 |          655.6 |           5.58 |           80.0 ||
||          heart |    ml_0_cl_100 |       3339.144 |           12.4 |          248.0 |         2280.0 |         14.675 |            0.0 ||
||          heart |    ml_0_cl_150 |       3361.286 |           12.6 |          252.0 |         1962.8 |         14.732 |            0.0 ||
||          heart |    ml_100_cl_0 |       3335.621 |           13.8 |          276.0 |         2684.4 |         17.453 |            0.0 ||
||          heart |    ml_150_cl_0 |       3353.373 |           13.4 |          268.0 |         2488.0 |           18.2 |            0.0 ||
||          heart |    ml_50_cl_50 |       3337.322 |           12.8 |          256.0 |         2331.4 |         15.461 |           20.0 ||
||          heart |    ml_75_cl_75 |       3356.429 |           12.6 |          252.0 |         1975.0 |         14.805 |           20.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            2.4 |           48.0 |          551.4 |          3.704 |           80.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |            0.0 |          374.8 |          2.648 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |            9.4 |          188.0 |         1242.8 |           8.61 |           40.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |            7.0 |          140.0 |         1013.2 |            7.7 |          100.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            1.8 |           36.0 |          558.0 |          3.689 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            3.2 |           64.0 |          619.2 |          4.708 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |           12.6 |          252.0 |         2417.2 |         29.896 |           40.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |           12.4 |          248.0 |         2082.2 |         29.513 |           20.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |           12.6 |          252.0 |         2231.0 |          31.72 |           20.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |           13.0 |          260.0 |         3071.8 |         38.329 |           20.0 ||
||      computers |    ml_250_cl_0 |     323038.482 |           13.6 |          272.0 |         2536.6 |         35.429 |            0.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |           12.6 |          252.0 |         2421.6 |         30.441 |           20.0 ||
||           gene |    ml_0_cl_200 |    17802378.98 |           11.8 |          236.0 |         2017.6 |        655.891 |           40.0 ||
||           gene |    ml_0_cl_400 |   17807053.853 |           11.6 |          232.0 |         1866.6 |         620.76 |           20.0 ||
||           gene |  ml_100_cl_100 |   17812884.436 |           11.4 |          228.0 |         1735.2 |        581.659 |           20.0 ||
||           gene |    ml_200_cl_0 |   17807622.887 |           12.0 |          240.0 |         1572.0 |        541.349 |           40.0 ||
||           gene |  ml_200_cl_200 |   17809579.596 |           11.6 |          232.0 |         1607.6 |        558.027 |           40.0 ||
||           gene |    ml_400_cl_0 |   17811344.271 |           11.8 |          236.0 |         1358.2 |        499.647 |           20.0 ||
||movement-libras |    ml_0_cl_100 |        310.829 |           19.4 |          388.0 |         2985.2 |        148.667 |            0.0 ||
||movement-libras |    ml_0_cl_150 |        313.729 |           19.4 |          388.0 |         3021.6 |        171.715 |            0.0 ||
||movement-libras |    ml_100_cl_0 |        416.501 |           21.2 |          424.0 |         2812.0 |        129.608 |            0.0 ||
||movement-libras |    ml_150_cl_0 |        479.278 |           20.2 |          404.0 |         2559.6 |        123.326 |            0.0 ||
||movement-libras |    ml_50_cl_50 |        371.771 |           19.8 |          396.0 |         2894.6 |        149.845 |            0.0 ||
||movement-libras |    ml_75_cl_75 |        396.737 |           19.4 |          388.0 |         2728.2 |         152.66 |            0.0 ||
||           drug |    ml_0_cl_150 |8.489509551748155e+27 |            0.0 |            0.0 |          355.4 |          3.281 |          100.0 ||
||           drug |    ml_0_cl_250 |8.562516379154485e+27 |            1.6 |           32.0 |          411.4 |          4.728 |           80.0 ||
||           drug |  ml_125_cl_125 |8.501823982975736e+27 |            0.0 |            0.0 |          354.6 |          3.827 |          100.0 ||
||           drug |    ml_150_cl_0 |2.394328674873782e+27 |            0.0 |            0.0 |          457.2 |          4.337 |          100.0 ||
||           drug |    ml_250_cl_0 |2.7402985379841865e+27 |            0.0 |            0.0 |          423.0 |          4.538 |          100.0 ||
||           drug |    ml_75_cl_75 |8.389181967401496e+27 |            0.0 |            0.0 |          372.0 |          3.503 |          100.0 ||
||       toxicity |    ml_0_cl_100 |5845976810552229.0 |            0.0 |            0.0 |          352.8 |          1.886 |          100.0 ||
||       toxicity |     ml_0_cl_50 |5371181449462844.0 |            0.0 |            0.0 |          356.0 |           1.64 |          100.0 ||
||       toxicity |    ml_100_cl_0 |3752124315694239.0 |            4.8 |           96.0 |          678.4 |          3.829 |          100.0 ||
||       toxicity |    ml_25_cl_25 |5206382849411462.0 |            7.2 |          144.0 |          735.0 |          3.968 |          100.0 ||
||       toxicity |     ml_50_cl_0 |3325353606287723.0 |            5.4 |          108.0 |          783.4 |          4.007 |           80.0 ||
||       toxicity |    ml_50_cl_50 |5754504017375858.0 |            4.6 |           92.0 |          616.6 |          3.557 |          100.0 ||
||        ECG5000 |    ml_0_cl_150 |      11667.772 |           14.4 |          288.0 |         3083.0 |         86.164 |            0.0 ||
||        ECG5000 |    ml_0_cl_250 |      11768.432 |           14.6 |          292.0 |         3042.8 |         97.119 |            0.0 ||
||        ECG5000 |  ml_125_cl_125 |      12999.633 |           14.0 |          280.0 |         2701.2 |         84.298 |            0.0 ||
||        ECG5000 |    ml_150_cl_0 |      13233.816 |           14.2 |          284.0 |         2714.6 |          69.28 |            0.0 ||
||        ECG5000 |    ml_250_cl_0 |      14067.048 |           14.6 |          292.0 |         2366.2 |         63.065 |            0.0 ||
||        ECG5000 |    ml_75_cl_75 |      12671.297 |           14.8 |          296.0 |         2976.8 |         81.646 |            0.0 ||
||          ecoli |    ml_0_cl_100 |         13.953 |           16.2 |          324.0 |         3344.2 |         94.123 |            0.0 ||
||          ecoli |    ml_0_cl_150 |         14.137 |           15.4 |          308.0 |         3166.8 |          98.03 |            0.0 ||
||          ecoli |    ml_100_cl_0 |         16.748 |           16.4 |          328.0 |         2720.8 |         66.784 |            0.0 ||
||          ecoli |    ml_150_cl_0 |         17.233 |           17.8 |          356.0 |         2432.2 |         62.997 |            0.0 ||
||          ecoli |    ml_50_cl_50 |         15.359 |           14.4 |          288.0 |         2837.8 |         73.913 |            0.0 ||
||          ecoli |    ml_75_cl_75 |         16.315 |           15.0 |          300.0 |         2817.0 |         82.757 |            0.0 ||
||          glass |    ml_0_cl_100 |         77.574 |           13.6 |          272.0 |         2015.0 |         32.506 |            0.0 ||
||          glass |     ml_0_cl_50 |         76.116 |           13.4 |          268.0 |         2004.6 |         26.415 |            0.0 ||
||          glass |    ml_100_cl_0 |        110.565 |           15.0 |          300.0 |         1910.6 |         25.623 |            0.0 ||
||          glass |    ml_25_cl_25 |         84.041 |           14.2 |          284.0 |         2159.8 |          28.65 |            0.0 ||
||          glass |     ml_50_cl_0 |         96.677 |           16.0 |          320.0 |         2303.2 |         29.291 |            0.0 ||
||          glass |    ml_50_cl_50 |         99.391 |           15.6 |          312.0 |         2181.0 |         31.848 |            0.0 ||
||         accent |    ml_0_cl_100 |      18884.919 |           13.2 |          264.0 |         3161.8 |         63.299 |            0.0 ||
||         accent |    ml_0_cl_150 |      19123.392 |           15.6 |          312.0 |         3148.8 |         74.149 |            0.0 ||
||         accent |    ml_100_cl_0 |       36350.72 |           15.8 |          316.0 |         3055.0 |          57.12 |            0.0 ||
||         accent |    ml_150_cl_0 |      41666.204 |           15.0 |          300.0 |         2891.2 |         57.746 |            0.0 ||
||         accent |    ml_50_cl_50 |      28931.026 |           16.6 |          332.0 |         3241.0 |         64.022 |            0.0 ||
||         accent |    ml_75_cl_75 |      32316.649 |           14.6 |          292.0 |         2991.2 |         67.399 |            0.0 ||
